Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-270_5735.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-271_5736.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-272_5737.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-235_5745.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-236_5746.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-237_5747.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-238_5748.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-239_5749.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-273_5738.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-274_5739.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-275_5740.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-276_5741.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-277_5742.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-278_5743.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-279_5744.d
P68400;Q8NEV1	P68400;Q8NEV1	CSK21_HUMAN;CSK23_HUMAN	CSNK2A1;CSNK2A3	Casein kinase II subunit alpha	868.097	990.493	1482.54		864.058	1681.97			2163.04			1239.4	1626.05		
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2		875.924				1526.38			958.902			1205.15	1133.82		
P68431;P84243;Q71DI3	Q16695;P68431;Q71DI3;P84243	H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3A;H3C1;H3C15	Histone H3.1	92646.3	138811	70871.9	163153	79730.2	55704.2			105188	2925.86	149292	90442.2	62646.5		
P68871	P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	2946.73	2607.82	2682.49	4173.41	1741.31	2739.67	7733.31		3057.31	6022.8	3302.21	1746.3	1512.84	6221.54	4335.19
P69849;Q15155;Q5JPE7	Q15155;P69849;Q5JPE7	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	Nodal modulator 3	1483.19	1622.72	1417.87	1333.11	851.508	1348.5			1275.21		2050.17	940.044	1062.32		
P69905	P69905	HBA_HUMAN	HBA1	Hemoglobin subunit alpha	1014.39		821.766	787.286	685.444	652.396	557.417		1233.29		967.88		858.765	1792.08	1155.58
P78330	P78330	SERB_HUMAN	PSPH	Phosphoserine phosphatase	7777.24	6684.95	6982.13	2293.48	509.166	5760.46	1290.31		6982.96		759.195	3940.62	9769.5	2750.81	914.856
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	1570.44	2617.76	1417.12	1498.24		1612.3			960.078			1360.35	1457.6		
P78346	P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30			372.695			613.935							658.181		
P78347	P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I	1719.32	3595.85	1639.84		997.378	2065.99			1750.17			1733.58	1745.54		
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	8473.75	9415.54	7258.57	3765.07		10451.1			10152.4			10916.2	8258.39	3206.14	
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	9651.47	10973.2	17169.5	4910.75	2311.16	14667.4	6579.6		17783.7	4098.55	4012.25	12556.8	10286.4	6062.48	2090.14
P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	2911.74	2423.56	2147.32	1412.03	3361.8	2612.69			3367.44		1619.36	2169.4	4939.1		1588.23
P80303	P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2		2071.8	2582.42		537.612	1856.96			2596.9				2323.05	2176	
P81605	P81605	DCD_HUMAN	DCD	Dermcidin	35710.2	40810.5	35348.6	96055.8	58566.8	38038.9	122582		43172.2	72517.1	55470.3	57573.6	27650.8	119213	117330
P82650	P82650	RT22_HUMAN	MRPS22	28S ribosomal protein S22, mitochondrial	1169.18	749.828	1166.82	1404.59	791.611	779.555			475.668		1418.09	656.665	285.515		
P82930	P82930	RT34_HUMAN	MRPS34	28S ribosomal protein S34, mitochondrial	1189.21	1047.32	1124.64	1618.41	1471.27	708.134			706.44		1384.88	819.183	629.733		
P82979	P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein	4215.71	5512.46	5001.91			6590.34			5316.35			5042.26	4581.32		
P83111	P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial	412.121		508.61	642.972	1430.47	606.727					797.661	469.118			
P83731	P83731	RL24_HUMAN	RPL24	60S ribosomal protein L24	7213.35	8539.17	7214.39	2069.35	677.984	4421.02			7045.17	615.988	1027.37	7906.1	10568	5557.78	1031.5
P83881	P83881;Q969Q0	RL36A_HUMAN	RPL36A	60S ribosomal protein L36a	3944.16	4993.87	2568.99			3741.16			3034.82		571.695	3048.71	5634.17	4266.22	
P83916	P83916	CBX1_HUMAN	CBX1	Chromobox protein homolog 1	1095.68	1348.86	1102.73		1179.3	2237.78			1584.62			1097.19	989.674		
P84085	P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	1604.76	2400.4	1719.04	1277.82		2374.22			1017.6			2822.23	2171.91		
P84090	P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	2618.82	2335.53	3023.61		4807.97	5313.92			4815.01		5750.85	5255.03	3804.31		
P84098	P84098	RL19_HUMAN	RPL19	60S ribosomal protein L19	17362	22032.4	15021.7	5054.96	2440.68	13064.8			15656.9	2080.71	4234.64	17906.3	23076.6	11277.3	1951.25
P84103	P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	17634.5	17074	16070.7	15646.1	12230.3	16951.4			21157.9		15101.9	17372.1	16408.2	12588.4	
P98082	P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	618.718	662.379		667.216					723.408			560.67	458.779		
P98175	P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	878.461	786.741	1171.64		1255.66	1289.7			1131.84		1691.29	1206.9	937.381		
P98179	P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	821.881	787.311	2338.84						733.285				2699.97		
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	1639.61	3335.09	2603.57	11325	1441.13	2119.71	1637.63		6538.19	1792.4	3228.58	748.737	761.4	1027.5	1991.29
Q00059	Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	2803.63	2966.61	3236.28	5785.54	3990.89	2925.51			3049.66		3666.03	4028.82	1760.35		
Q00325	Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	16470.3	13515.5	17593.6	32358.3	22311.4	13753.4	2382.64		14719.6	3382.61	26197.8	16011.9	9713.87	7964.32	
Q00341	Q00341	VIGLN_HUMAN	HDLBP	Vigilin	1281.14	1331.36	1567.77			1105.49			774.161			1012.63	1134.88		
Q00535	Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent-like kinase 5						716.525						193.14	378.372		
Q00610	Q00610;P53675	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	10160.4	7055.84	8490.48	5718.27	3991.41	9397.14	2010.1		6198.52	1906	2741.86	10516	9030.16	4594.55	2866.36
Q00653	Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit												896.297	365.608		
Q00688	Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	2855.46	2544.72	1980.75			2302.7			2256.22			2492.92	2408.77		
Q00765	Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	2021.87	2229.82	1090.64	1407.22	1067.1	1542.39			1866.29		1377.72	1561.83	1549.34	812.416	
Q00796	Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	1776.37	1347.81	2625.41			2424.44	941.403		2092.43			1615.94	1991.79		
Q00839	Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	14487.4	14889.4	16707.4	3530.82	18081.7	16256.7			19608.1		17144.6	15259.4	17256.7	4072.65	
Q01081	Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	6671.14	7679.31	10147.2	1968.4	6148.38	7982.13			10566.4			9469.15	6725.23		
Q01082	Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	11147.3	9117.45	11935.3	7290.53	3921.95	8226.64	5592.51		10494.9	2713.74	3687.77	7772.55	8395.09	6867.83	8947.41
Q01085	P31483;Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	1687.26	3021.17	2046.47			2470.06			1916.03			2760.41	2883.73	2439.68	
Q01105	P0DME0;Q01105	SET_HUMAN	SET	Protein SET	14451.7	19386.8	14324.5	2570.57	839.191	18989	4131.1		17806.4	5201.27	1675.33	21109.3	14406.7	6377.33	3027.39
Q01130	Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	11173	16383.5	12820.4	2146.48	1509.69	16430.7			16086.8			13506.7	10817.1	5959.17	1380.57
Q01415	Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase	1496.85	1068.99				1450.68			818.885			462.407	1068.79		
Q01469	Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	46849	35225.3	41525.8	29648.3	15526.4	45646.4	43039.4		40875.4	46715.6	25919.6	25439.6	32625.3	42748.4	41095.7
Q01518	Q01518;P40123	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	10270.5	7555.04	5459.21	1532.07	1233.12	6616.15	2134.18		5490.05		871.534	7430.94	8109.73	3556.51	1788.98
Q01581	Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	1520.86	5757.5	1478.87	1055.24		2559.94			1232.47			846.374	806.894		
Q01650	Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1	5551.64	6095.18	4929.53	4169.66	4072.16	3042.58			5400.04		4361.54	2343.14	2660.85	3764.52	
Q01780	Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	885.956	804.496	1101.86	985.349	932.102	1411.22			1249.72		1008.02	957.721	1044.59		
Q01844	Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	3568.6	3557.36	6359.25	763.373		6247.66			4590.32			5841.74	5083.56	2336.4	
Q02218	Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase, mitochondrial	987.654	541.063	1813.25	1585.86	1786.91	1711.04			1520.27		2063.4	1271.94			
Q02241	Q02241	KIF23_HUMAN	KIF23	Kinesin-like protein KIF23		824.889		768.422		1326.73									
Q02252	Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial			1031.17	1776.99	1132.19								739.763		
Q02318	Q02318	CP27A_HUMAN	CYP27A1	Sterol 26-hydroxylase, mitochondrial			406.648		689.801										
Q02413	Q02413	DSG1_HUMAN	DSG1	Desmoglein-1	3827.7	3923.39	3471.13	4880.85	3890.69	4528.8	8965.77		3652.32	10675.4	4041.05	2539.54	2421.5	9548.27	7068.43
Q02539	Q02539	H11_HUMAN	H1-1	Histone H1.1	1662.5	1649.13	2596.05	1055.67	1688.12	854.485			1417.62		3052.91	1883.54	884.804		
Q02543	Q02543	RL18A_HUMAN	RPL18A	60S ribosomal protein L18a	7804.36	7782.26	7560.93	4199.67	1325.75	7318.01			8382.18		2130.08	8292.93	11399.3	9767.42	
Q02750	Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	1440.14	1716.24	1063.01	392.933		1238.27			1615.59			1078.82	1029.74		
Q02790	Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	3645.35	4263.66	2887.25	899.206		4484.22			4387.3			3556.31	3104.04	2047.01	
Q02809	Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	782.29	114.559	911.102	581.37							875.518				
Q02878	Q02878	RL6_HUMAN	RPL6	60S ribosomal protein L6	15296.9	14791.1	11770	5097.59	3421.92	10849.9			13961.2	3774.98	3194.08	13171.2	18193.6	9660.43	1408.76
Q02978	Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	2056.25	1815.72	3559.72	3998.14	3606.61	2309.9			1874.07	1837.79	3649.09	2988.67	1741.85		
Q03013	P09488;P28161;Q03013	GSTM4_HUMAN	GSTM4	Glutathione S-transferase Mu 4	900.115		3629.56			1075.36									
Q03135	Q03135	CAV1_HUMAN	CAV1	Caveolin-1		730.427	735.324		174.959		913.827		820.625	558.035	749.304	295.313			
Q03154	Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	1995.19	1607.9	1549.7		339.45	587.542	707.05		1594.4			1347.4	1728.56		
Q03252	Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	2845.09	2777.72	3719.75	5476.2	4050.12	6147.45			2786.06		4284.22	2852.8	2586.15		
Q03701	Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	863.532	567.918		666.211	897.929	822.53			810.292		1367.42	520.335	960.844	597.387	
Q04323	Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	2876.31		1838.59						1070.09			2133.54	2103.4		
Q04637	Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	5186.69	4420.67	3887.47	3381.47		3882.96			3896.13		1198.62	4717.12	4135.56	2984.62	
Q04695	Q04695;CONT|Q04695|K1C17_HUMAN	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	3434.03	2669.21	3011.26	4060.69	5282.35	3086.15	5877.92		2583.8	6108.41	3646.12	1941.55	1878.93	8981.23	5965.28
Q04760	Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	7293.45	4929.41	6724.77	1802.34	2703.51	6217.55			5747.21			3740.57	9185.3	2154.6	
Q04828	Q04828;P42330;P52895	AK1C1_HUMAN	AKR1C1	Aldo-keto reductase family 1 member C1	29446.2	6522.86	2589.57	1966.76		1604.38	507.567		2427.41			30148.8			1680.69
Q04837	Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	866.731	773.012	552.974	1135.87	1028.95	1011.9			1708.65			997.497	1274.69		
Q04917	Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	4574.09	3891.83	5487.69	1591.03	629.726	5409.11			4831.03	1560.47		4475.58	3838.71		
Q05519	Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	2140.53	743.095	1040.93			1183.8			859.245				1232.99		
Q05682	Q05682	CALD1_HUMAN	CALD1	Caldesmon	1939.75	1679.42	1176.23			1182.59			639.854			2348	1705.42		
Q05BV3	Q05BV3	EMAL5_HUMAN	EML5	Echinoderm microtubule-associated protein-like 5					493.098							5389.64			
Q06033	Q06033;CONT|P56652|ITIH3_BOVIN	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	1701.49												1180.71		
Q06124	Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	1133	935.462	859.924	845.136		960.678			1223.77			2419.71	932.929		
Q06210	Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	4806.35	2561.01	6148.21	2040.04		2335.14			2820.94			1831.62	3103.86		
Q06265	Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	905.837	635.903	577.888		1564.38	1635.28			1098.55			706.621	1261.54		
Q06323	Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	3380.77	4228.12	2976.97	1120.43		4705.95			5135.45			4192.23	5470.75		
Q06520	Q06520	ST2A1_HUMAN	SULT2A1	Sulfotransferase 2A1	1011.65	1394.18	1504.08	1033.05		1277.53			825.786			975.835	1708.24		
Q06830	Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	32846.1	34064.8	39537.1	14126.1	8790.76	41819.3	16018.7		48913.5	17628.4	9525.31	27077.8	36033.1	16008.9	11746.2
Q07020	Q07020	RL18_HUMAN	RPL18	60S ribosomal protein L18	16971.5	18431.4	16818.2	6827.92	5263.17	14826.5	1814.13		18123.9		6576.67	15898.2	22892.3	15043.7	2768.15
Q07021	Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	4586.74	5502.52	6789.45	6118.91	6360.81	6318.34			5015.29	4423.49	8125.58	6835.69	5254.68	1277.58	
Q07065	Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	4363.67	4240.65	5381.45	10188.1	5388.16	2856.37	1162.35		4378.55	2190.78	9254.91	8504.86	5985.47	4129.72	
Q07157	Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	681.679	589.673	762.984		117.938							341.503			
Q07666	Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	5370.56	8206.3	8002.92	1579.96	7016.62	11165			7422.84		2444.16	6534.31	7642.24	1943.9	
Q07812	Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	314.063	543.604	586.937	595.108		628.653			418.495			1139.54	871.097		
Q07817	Q07817	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	1644.88	2707.53	2687.41	2111.65	903.178	1987.54			2134		848.441	2187.55	2242.98		
Q07866	Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1			1102.63			601.713						689.401	310.696		
Q07955	Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	6334.04	7739.48	8233.33	2584.83	5800.37	9925.64	2243.3		10243		1813.12	8503.14	9584.01	4139.37	
Q07960	Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	1114.71	1271.79	1103.51	488.581		1894.26			1139.28			1295.9	671.604		
Q08170	Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	1288.91	1351.89	1329.85		965.206	1439.92			1176.85			949.595	1453.34		
Q08188	Q08188	TGM3_HUMAN	TGM3	Protein-glutamine gamma-glutamyltransferase E	3881.67	3588.94	3370.84	6212.07	3721.65	5384.55	8511.84		4408.01	8597.44	4752.23	2707.29	2524.24	10841.1	7476.86
Q08209	P16298;Q08209	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	2200.8	1711.19	1067.87			2783.03			1654.94			1907.12	593.109		
Q08211	Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	5144.62	5710.17	5083.43	2841.87	6780.69	5177.63			5679.07		7129.41	4430.82	5749.55		
Q08257	Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	4226	2448.9	3079.18	1837.25	987.287	2162.18			2412.51	1579.19		1689.26	4621.22		
Q08426	Q08426	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	1250.25	1192.89	956.696	806.294	1144.75	1204.14			548.235		1080.23	1300.99	835.985		
Q08554	Q08554	DSC1_HUMAN	DSC1	Desmocollin-1	3955.13	3807.73	3300.12	5797.25	2579.96	3598.06	7590.14		3825.29	7903.04	3870.36	2320.61	2416.83	8848.7	7946.77
Q08623	Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	1875.45	1542.93	842.397			2242.1			1201.24			1521.57	1228.4		
Q08752	Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	2995.73	1521.27	3086.62			3194.01			3964.23			2863.44	2282.91		
Q08945	Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	1987.98	4833.76	2201.41	1581.33	788.99	4718.96			5150.25			3965.67	3410.96	3128.22	
Q08AM6	Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	872.162	555.682	799.257									1050.44	1259.4		
Q08J23	Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	2464.27	2889.39	1749.05			2299.7			2297.01			2374.86	3052.1		
Q09028	Q09028;Q16576	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	4576.14	4332.16	5957.48	1613.77	4183.46	6835.99	1776.11		7581.09		1932.91	4668.51	5502.85		
Q09161	Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	913.112	1808.89	941.357	1005.98	693.859	1075.72			1098.55		807.216	918.771	1172.94		
Q09666	Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	2672.13	3462.63	5237.23	1703.97	2049.71	2838.63			4085.34		2232.79	1955.44	1073.04	4243.02	1734.33
Q0VDF9	Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	1254.88					1320.85			1472.13			910.919	1717.85		
Q10471	Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1466.61	1627.15	857.499	1232.4	1478.88	1127.62						1353.95	1030.77		
Q10567	Q10567;P63010	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	1837.6	1719.09	2444.89	1536.38	1236.33	1290.01			2124.88		841.841	2608.47	2322.4	976.192	2136.32
Q10570	Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	813.164	793.283	964.987		1261.6	813.173			1288.02				862.171		
Q10713	Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1336.48	564.816	1348.86		1351.72	1341.66			1646.61		1669.48	1064.77	1227.11		
Q12765	Q12765	SCRN1_HUMAN	SCRN1	Secernin-1		9995.06	6074.69			11246.3			5932.22			9050.24	7985.37		
Q12769	Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160		612.941	873.153		1187.18				1349.65		1309.72	1051.03			
Q12788	Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	621.376	881.649	875.159	1125.36	1222.41	1059.18			1078.49		1557.96	1389.27	1336.52		
Q12792	Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	4375.45	4659.46	4361.68	3714.86		4747.09			5073.13			5312.43	4230.09		
Q12797	Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1649.88	1150.28	2005.81	1987.76	1412.83	1251.97			1759.46	1120.15	2793.96	1639.71	1042.05	1796.8	
Q12849	Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	1837.92	1953.53	2450.38	2064.56	1726.89	1052.99			1066.64		1627.7	1781.75	2046.01		
Q12864	Q12864	CAD17_HUMAN	CDH17	Cadherin-17			4135.15		1597.26		2100.12				3021.51		627.633		
Q12874	Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	1208.96	824.004	1261.25		1291.38	1483.47			1422.23		1010.96	880.369	669.836		
Q12904	Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	2511.24	2930.73	3049.36	941.516	537.107	2581.88			2636.41			2278.22	3196.59	2523.44	
Q12905	Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	2650.66	3984.65	2438.51	1872.68	3922.57	3839.47			4662.42		4051.25	3129.89	4288.06	1809.45	
Q12906	Q12906;Q96SI9	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	3370.97	3568.88	3491.2	1231.32	4550.6	3738.56			3979.66		3594.02	3454.21	3960.68	1424.08	
Q12907	Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	2961.2	2492.73	2527.38	5609.69	2138.04	2075.72			2353.22	2102.23	3351.73	2945.23	2325.27		
Q12929	Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	1935.23	2059.12				2016.8			1226.42			1605.5	1688.99		
Q12931	Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	35363	36763.3	35254.5	35379.8	30547.1	18714.1			34919.8	8808.78	35877.8	23235.8	24588	15523.2	7434.97
Q12996	Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	1118.99		1097.22		749.642	1178.91			820.424			1459.29	1009.5		
Q13011	Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	8130.51	7904.99	9368.8	11823	9239.83	7155.53	6051.07		5194.22	2945.26	8310.36	8526.6	7628.24		
Q13017	Q13017	RHG05_HUMAN	ARHGAP5	Rho GTPase-activating protein 5	1175.11	1430.03	1227.07			865.705						790.071	749.115		
Q13033	Q13033	STRN3_HUMAN	STRN3	Striatin-3	968.875	937.611	745.696			660.376						783.753	351.872		
Q13045	Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	664.699	792.15	877.944	1022.41		826.649			826.017			876.791	726.987		
Q13057	Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	2140.67	1624.58	1415.85	1166.12	613.258	986.269			994.352			1369.05	1941.64		
Q13085	Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	1312.1	1286.33	465.372			698.696			627.48			898.728	966.888		
Q13123	Q13123	RED_HUMAN	IK	Protein Red	707.829	430.627	1253.35		903.642	672.733			1331.22			495.065	435.576		
Q13136	Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1												599.62			
Q13144	Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	609.787	502.82	1126.62	759.888					1099.73				1248.47		
Q13148	Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	1721.44	1860.79	1561.88		598.398	2068.09			1738.23			1973.69	2296.76		
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	4994.26	5899.28	5376.99	1741.38	5329.3	5839.26			8848.95		5342.85	4345.35	4936.78	2857.35	
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	1222.49	1593.16	1726.3	1169.99		1600.98			1900.82			2071.67	1781.59		
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1097.96												951.09		
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	2294.67	2781.7	1800.09	1882.07		1490.36			1968.84			1820.82	1398.37	705.143	
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	1278.13	1906.79	1976.91	406.332	293.893	2341.64			2485.96		1419.38	685.621	1078.57		
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5	687.367	712.009	783.054		500.463	1002.63					926.011	636.248	1235.02		
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2059.34	1585.92	1729.65		526.96	1778.49			1161.58	500.706		2294.88	1627.85	1108.05	
