Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-25-2024_Slot2-94_3888.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3955.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3959.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-28-2024_Slot2-94_3968.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_2-29-2024_Slot2-94_3994.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_3-2-2024_Slot2-94_4032.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250pg_DIA_3-3-2024_Slot2-94_4061.d
Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	724.146	624.849	929.339	699.067	678.145	534.672	707.333
Q7Z739	Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	563.934	679.742			403.912	714.487	307.064
Q7Z7F7	Q7Z7F7	RM55_HUMAN	MRPL55	39S ribosomal protein L55, mitochondrial		657.032					
Q7Z7H5	Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	800.642	650.376		947.585	875.583	724.122	821.082
Q7Z7K6	Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V		299.715					
Q7Z7N9	Q7Z7N9	T179B_HUMAN	TMEM179B	Transmembrane protein 179B	219.556					193.553	231.78
Q86SF2	Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7	152.798	665.571		1060.13	650.359	385.829	204.527
Q86SX6	Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	520.205	561.538		559.359	613.211	447.966	527.639
Q86TG7	Q86TG7	PEG10_HUMAN	PEG10	Retrotransposon-derived protein PEG10	301.613				361.812		
Q86TI2	Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	221.104	194.111			268.847		
Q86TP1	Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1		122.188		267.302			
Q86TU7	Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	586.871	166.472					
Q86TX2	Q86TX2;P49753	ACOT1_HUMAN	ACOT1	Acyl-coenzyme A thioesterase 1	1063.87	835.45		1226.71	499.676	1087.8	779.535
Q86U38	Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9		225.996			331.276		
Q86U42	A6NDY0;Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	787.889	495.087		764.698	610.243	610.007	502.749
Q86U86	Q86U86	PB1_HUMAN	PBRM1	Protein polybromo-1	285.474	585.649		318.098			
Q86U90	Q86U90	YRDC_HUMAN	YRDC	YrdC domain-containing protein, mitochondrial				226.793		283.386	
Q86UE4	Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	1360.04	1256.78	1882.56	1493.03	1597.63	1791.3	1384.03
Q86UK7	Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598				561.563			
Q86UP2	Q86UP2	KTN1_HUMAN	KTN1	Kinectin	1086.14	1044.29	1208.61	1097.97	976.149	1030.73	1328.87
Q86UV5	Q86UV5	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	618.086	403.998		399.126		670.589	320.79
Q86V21	Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	683.343			348.112	457.448	853.879	882.674
Q86V48	Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1	459.662	951.826			712.576	743.555	517.42
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	2163	2192.16	3132.98	1723.09	1665.97	2319.04	2206.51
Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	2140.01	2043.6	1684.38	2122.78	1789.64	2041.64	1841.3
Q86VS8	Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	325.667			216.74	190.874		364.503
Q86VU5	Q86VU5	CMTD1_HUMAN	COMTD1	Catechol O-methyltransferase domain-containing protein 1	304.269				329.687		
Q86W42	Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	103.084	508.64		821.53	376.475	473.158	
Q86W50	Q86W50	MET16_HUMAN	METTL16	RNA N6-adenosine-methyltransferase METTL16	538.233	419.248		265.756	619.393		525.58
Q86W92	Q86W92;Q8ND30	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1	375.771	310.382		484.918	278.785	576.448	
Q86WR0	Q86WR0	CCD25_HUMAN	CCDC25	Coiled-coil domain-containing protein 25	385.717	433.843					
Q86X55	Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	343.292	219.386		557.679		488.198	502.258
Q86X76	Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	493.191	431.225	1172.35	477.229	288.211	809.687	443.094
Q86X83	Q86X83	COMD2_HUMAN	COMMD2	COMM domain-containing protein 2	405.784	297.315		358.066	271.459	366.155	
Q86XI2	Q86XI2	CNDG2_HUMAN	NCAPG2	Condensin-2 complex subunit G2				236.294	219.455	455.948	
Q86XL3	Q86XL3	ANKL2_HUMAN	ANKLE2	Ankyrin repeat and LEM domain-containing protein 2				381.341			
Q86XP3	Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	931.157	819.796		826.312	957.43	795.191	1097.84
Q86Y56	Q86Y56	DAAF5_HUMAN	DNAAF5	Dynein axonemal assembly factor 5	457.099	352.486			989.45	476.775	863.593
Q86Y82	Q86Y82	STX12_HUMAN	STX12	Syntaxin-12	708.014	596.875					
Q86YP4	Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha		258.581		276.095	267.984		352.031
Q86YQ8	Q86YQ8	CPNE8_HUMAN	CPNE8	Copine-8	306.085	588.438	1197.71			358.608	
Q8IU85	Q8IU85	KCC1D_HUMAN	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	268.238	231.689			268.661	302.874	273.693
Q8IUD2	Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1		235.559					
Q8IUE6	Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	8230.3	7984.7	6509.52	9109.61			
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	638.776	955.221		589.445	989.528	894.725	810.186
Q8IV48	Q8IV48	ERI1_HUMAN	ERI1	3'-5' exoribonuclease 1	352.411	294.581			357.563	189.321	540.16
Q8IVD9	Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	192.927	337.38					
Q8IVF2	Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	1632.29	1615.56	1864	1814.2	1567.85	1901.33	1527.79
Q8IVL5	Q8IVL5	P3H2_HUMAN	P3H2	Prolyl 3-hydroxylase 2		159.092		228.971		232.916	715.584
Q8IVL6	Q8IVL6	P3H3_HUMAN	P3H3	Prolyl 3-hydroxylase 3	721.976	631.609		637.67	638.231	1168.15	729.758
Q8IVM0	Q8IVM0	CCD50_HUMAN	CCDC50	Coiled-coil domain-containing protein 50	324.712	253.089		125.105	718.628		
Q8IVS2	Q8IVS2	FABD_HUMAN	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	424.543	409.624		376.975	536.981	516.255	738.322
Q8IVT2	Q8IVT2	MISP_HUMAN	MISP	Mitotic interactor and substrate of PLK1	513.315	1016.86	995.347	762.037	934.781	709.438	559.652
Q8IW41	Q8IW41	MAPK5_HUMAN	MAPKAPK5	MAP kinase-activated protein kinase 5	695.596				418.739		318.719
Q8IW52	Q8IW52	SLIK4_HUMAN	SLITRK4	SLIT and NTRK-like protein 4	7447.64	6878.28	9491.48	7702.78	7928.33	6642.46	7778.56
Q8IWA0	Q8IWA0	WDR75_HUMAN	WDR75	WD repeat-containing protein 75	465.777			304.286		311.473	392.86
Q8IWA5	Q8IWA5	CTL2_HUMAN	SLC44A2	Choline transporter-like protein 2	278.339	213.689					566.233
Q8IWB1	Q8IWB1	IPRI_HUMAN	ITPRIP	Inositol 1,4,5-trisphosphate receptor-interacting protein	242.248			354.481			392.212
Q8IWB7	Q8IWB7	WDFY1_HUMAN	WDFY1	WD repeat and FYVE domain-containing protein 1	241.873	213.86			199.787		
Q8IWC1	Q8IWC1	MA7D3_HUMAN	MAP7D3	MAP7 domain-containing protein 3	207.203	231.259				331.316	652.782
Q8IWE2	Q8IWE2	NXP20_HUMAN	FAM114A1	Protein NOXP20	763.985	938.567	2135.57	777.617	839.959	781.941	850.63
Q8IWS0	Q8IWS0	PHF6_HUMAN	PHF6	PHD finger protein 6	227.982			443.788	143.211	258.756	
Q8IWX8	Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	559.032	223.59		611.351		467.032	1225.04
Q8IWZ3	Q8IWZ3;O75179	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	589.594	309.411		651.168	941.396	1884.89	
Q8IWZ8	Q8IWZ8	SUGP1_HUMAN	SUGP1	SURP and G-patch domain-containing protein 1					323.304		
Q8IX01	Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2	235.217	153.694		463.285			
Q8IX12	Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	1080.81	826.814	594.174	1333.82	882.592	817.407	876.834
Q8IXB1	Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10	748.373	682.653		679.483	440.723	731.643	590.558
Q8IXH7	Q8IXH7	NELFD_HUMAN	NELFCD	Negative elongation factor C/D	310.295	388.171			307.861	309.294	
Q8IXI1	Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	353.617	272.595		463.773	522.943		433.93
Q8IXI2	Q8IXI2	MIRO1_HUMAN	RHOT1	Mitochondrial Rho GTPase 1	212.113	172.387		311.483			225.243
Q8IXM2	Q8IXM2	BAP18_HUMAN	BAP18	Chromatin complexes subunit BAP18	154.306	294.985	826.745		140.911	253.587	
Q8IXM3	Q8IXM3	RM41_HUMAN	MRPL41	39S ribosomal protein L41, mitochondrial	959.282	661.422		784.026	576.009	827.728	757.056
Q8IXM6	Q8IXM6	NRM_HUMAN	NRM	Nurim				377.813			353.894
Q8IXS6	Q8IXS6	PALM2_HUMAN	PALM2	Paralemmin-2	384.476	249.626		604.408	436.57		338.638
Q8IY17	Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6					299.474	541.325	
Q8IY37	Q8IY37	DHX37_HUMAN	DHX37	Probable ATP-dependent RNA helicase DHX37	252.286	234.388				369.8	
Q8IY67	Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	470.241	383.217		635.236	750.646	713.595	782.803
Q8IY81	Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	863.498	520.848	1953.26	907.724	854.174	628.939	904.854
Q8IYB3	Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	736.147	695.995		839.05	634.431	647.977	808.892
Q8IYB5	Q8IYB5	SMAP1_HUMAN	SMAP1	Stromal membrane-associated protein 1	542.116	326.17		486.321		624.931	
Q8IYB7	Q8IYB7	DI3L2_HUMAN	DIS3L2	DIS3-like exonuclease 2		239.816				440.639	
Q8IYB8	Q8IYB8	SUV3_HUMAN	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial	333.733						415.05
Q8IYD1	Q8IYD1	ERF3B_HUMAN	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	803.197	651.872		816.728	1175.87	516.55	
Q8IYT4	Q8IYT4	KATL2_HUMAN	KATNAL2	Katanin p60 ATPase-containing subunit A-like 2	8133.13	7715.32	5094.08	8393.95	7243.81	9467.58	8147.89
Q8IZ21	Q8IZ21	PHAR4_HUMAN	PHACTR4	Phosphatase and actin regulator 4		197.313					
Q8IZ69	Q8IZ69	TRM2A_HUMAN	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A				237.427			
Q8IZ83	Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1							376.67
Q8IZH2	Q8IZH2	XRN1_HUMAN	XRN1	5'-3' exoribonuclease 1	589.714				860.191	996.246	628.26
Q8IZL8	Q8IZL8	PELP1_HUMAN	PELP1	Proline-, glutamic acid- and leucine-rich protein 1	745.734	889.968		798.966	615.794	872.625	792.992
Q8IZP0	Q8IZP0;Q9NYB9	ABI1_HUMAN	ABI1	Abl interactor 1	533.174	575.978	755.605	590.205	760.671	996.771	656.799
Q8N0U8	Q8N0U8	VKORL_HUMAN	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1	451.247	404.801		361.781	448.051	227.457	
Q8N0X7	Q8N0X7	SPART_HUMAN	SPART	Spartin					491.426		320.063
Q8N128	Q8N128	F177A_HUMAN	FAM177A1	Protein FAM177A1	182.553						
Q8N129	Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	271.436	130.671		405.509	84.6724	288.74	312.192
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	1066.78	1349.25	1541.27	841.544	996.991	1233.36	1197.67
Q8N183	Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1024.54	781.348	1050.56	1194.91	658.725	884.68	915.54
Q8N1B4	Q8N1B4	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog		385.307			1535.05		1446.98
Q8N1F7	Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	1761.15	1967.54	2939.17	1692.39	1815.87	2035.78	1775.38
Q8N1G2	Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1				321.935			
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	800.943	1131.25	998.877	1253.15	1307.29	1400.93	1123.36
Q8N201	Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1	748.295	908.723		1190.85		1012.96	
Q8N257	P23527;Q6DN03;Q16778;Q8N257;Q6DRA6;P06899;P33778	H2B3B_HUMAN	H2BU1	Histone H2B type 3-B	28541.3	30073.3	24706.2	27454.6	30036.2	29821.8	27682
Q8N2K0	Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12		131.095					
Q8N335	Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	818.781	461.4		389.67		439.08	1154.18
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18							244.859
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	359.636	598.001		518.389	418.061	632.425	737.55
Q8N3U4	Q8WVM7;Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	304.749	439.773		426.375	436.771	499.287	537.155
Q8N3X1	Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	184.686				260.027		499.232
Q8N4H5	Q8N4H5	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	644.87	792.784		423.564		892.522	938.986
Q8N4Q1	Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40				268.066	557.359	219.793	
Q8N4T8	Q8N4T8	CBR4_HUMAN	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase	461.069			415.137		366.196	
Q8N543	Q8N543	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1	346.951				497.478		653.866
Q8N556	Q8N556	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1		182.717			652.223	291.456	232.798
Q8N567	Q8N567	ZCHC9_HUMAN	ZCCHC9	Zinc finger CCHC domain-containing protein 9				270.55	281.934		
Q8N584	Q8N584	TT39C_HUMAN	TTC39C	Tetratricopeptide repeat protein 39C							752.61
Q8N5K1	Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	1223.01	1042.63		807.607	1268.7	1367.74	1055.58
Q8N5M1	Q8N5M1	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	265.627				260.746		335.723
Q8N5M4	Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	349.447	555.328		500.756	559.64	590.034	319.111
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1	542.658	980.621		455.581	679.203	658.217	678.941
Q8N5N7	Q8N5N7	RM50_HUMAN	MRPL50	39S ribosomal protein L50, mitochondrial	827.393	512.454		556.923	453.119	533.918	
Q8N5W9	Q8N5W9	RFLB_HUMAN	RFLNB	Refilin-B		377.465					
Q8N684	Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	502.258	575.339		1016.93	605.55	747.643	658.042
Q8N6H7	Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	293.487	338.967		338.54	490.591	256.598	452.054
Q8N6L1	Q8N6L1	KTAP2_HUMAN	KRTCAP2	Keratinocyte-associated protein 2				306.21	196.222		
Q8N6M0	Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	327.668	214.046	1116.46	529.385	192.251	631	250.011
Q8N6T3	Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	823.914	532.187	2564.74	824.422	743.656	597.283	846.856
Q8N726	Q8N726	ARF_HUMAN	CDKN2A	Tumor suppressor ARF	308.676	1453.23		694.777	1646.84	1150.35	880.766
Q8N766	Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	903.069	877.93		1142.29	1064.93	1049.34	1377.15
Q8N7H5	Q8N7H5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	533.181	745.118		1004.49		657.715	696.644
Q8N806	Q8N806	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7	324.198	232.759		456.574			222.6
Q8N8S7	Q8N8S7	ENAH_HUMAN	ENAH	Protein enabled homolog	2225.29	2613.62		3176.12	2494.1	1766.75	2550.23
Q8N954	Q8N954	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11				313.25			
Q8N983	Q8N983	RM43_HUMAN	MRPL43	39S ribosomal protein L43, mitochondrial	660.255	600.737		870.519	581.977	640.907	804.599
Q8N9N7	Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	669.487	722.809		251.245	497.529	536.732	218.246
Q8N9T8	Q8N9T8	KRI1_HUMAN	KRI1	Protein KRI1 homolog	163.263	387.781			240.947	158.866	
Q8NAV1	Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	846.838	377.591		602.048	690.859	550.312	611.635
Q8NB25	Q8NB25	F184A_HUMAN	FAM184A	Protein FAM184A	326.271						216.04
Q8NB37	Q8NB37	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	215.006						
Q8NB90	Q8NB90	AFG2H_HUMAN	SPATA5	ATPase family protein 2 homolog	1195.65	933.39	1672	713.748	778.616	1231.82	529.744
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	185.596	391.34		391.846	366.274		473.912
Q8NBI5	Q8NBI5	S43A3_HUMAN	SLC43A3	Equilibrative nucleobase transporter 1		272.452		273.583	245.696		
Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	354.79				273.257	199.871	
Q8NBJ5	Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	1772.81	1624.64	2040.03	1628.33	1289.44	1552.21	1464.15
Q8NBJ7	Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	680.943	644.531		580.123	780.251	642.154	496.549
Q8NBK3	Q8NBK3	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme		325.232			261.095		
Q8NBL1	Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1				427.189			
Q8NBN3	Q8NBN3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A	172.264	229.379					
Q8NBQ5	Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	182.133			311.885			
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	3306.8	3471.84	3629.71	3224.95	3656.73	3358.36	3898.53
Q8NBT2	Q8NBT2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	435.91	360.368		124.217		313.884	234.811
Q8NBU5	Q8NBU5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	989.54	736.803	1425.7	842.19	680.426	895.534	1209.16
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	1038.97	644.357		897.813	821.896	903.675	1025.62
Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	3935.74	3608.89	4905.94	4144.5	4251.14	3781.23	4057.99
Q8NC56	Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	264.007	240.283		252.037	513.787	450.49	256.454
Q8NC96	Q8NC96	NECP1_HUMAN	NECAP1	Adaptin ear-binding coat-associated protein 1							258.697
Q8NCA5	Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	528.712	239.469		456.16	402.309	612.445	308.063
Q8NCF5	Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein	248.264	322.688		442.967	173.303		
Q8NCH0	Q8NCH0	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14							287.523
Q8NCN5	Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	277.317	352.316			526.192	762.033	
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	764.049	867.756	1042.27	756.689	1019.78	1252.95	928.408
Q8ND56	Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	537.679	491.393			551.653	849.8	698.849
Q8NDH3	Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1		308.661		353.499			
Q8NE09	Q8NE09	RGS22_HUMAN	RGS22	Regulator of G-protein signaling 22							347.457
Q8NE71	Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	1465.8	1309.12	1775.33	1528.48	1310.32	1451.56	1662.88
Q8NE86	Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	632.981	779.146		392.702	761.575		435.519
Q8NEB9	Q8NEB9	PK3C3_HUMAN	PIK3C3	Phosphatidylinositol 3-kinase catalytic subunit type 3	183.337					730.126	
Q8NEJ9	Q8NEJ9	NGDN_HUMAN	NGDN	Neuroguidin	287.432	117.457			385.498		
Q8NEW0	Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	343.065	123.08			260.528		
Q8NEZ5	Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	388.619	201.387	262.471	713.334	691.158		494.506
Q8NF37	Q8NF37	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1	878.375	597.008	1298.17	852.241	633.652	857.946	881.873
Q8NFC6	Q8NFC6	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	206.349	261.344		602.195			
Q8NFH3	Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	582.047	663.494	994.296	669.596	784.63	713.863	507.23
Q8NFH4	Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	569.676	473.773	1222.43	579.866	722.349	424.987	687.199
Q8NFH5	Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	470.85	410.879	942.934	358.965	618.028	797.092	475.909
Q8NFJ5	Q8NFJ5	RAI3_HUMAN	GPRC5A	Retinoic acid-induced protein 3	844.778	1284.1		1116.99	1050.85	1276.06	868.532
Q8NFQ8	Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2					718.205		356.666
Q8NFV4	Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	743.466						
Q8NFW8	Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase	178.904		1215.51	385.095		340.335	
Q8NHP6	Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2		205.467					
Q8NHP8	Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2	612.098	1005	1022.28	627.226	623.672	844.381	737.422
Q8NHV4	Q8NHV4	NEDD1_HUMAN	NEDD1	Protein NEDD1		112.889					
Q8NHZ8	Q8NHZ8	CDC26_HUMAN	CDC26	Anaphase-promoting complex subunit CDC26	428.27						
Q8NI22	Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	340.003	263.551		611.886		676.556	608.937
Q8NI27	Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	759.176	512.729		511.192	783.417	353.447	696.406
Q8NI36	Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	464.964	353.244	1469.51	462.377	481.488	584.771	484.182
Q8TAD8	Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1		221.487					
Q8TAE8	Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	309.839	295.913			327.201	549.448	409.274
Q8TAF3	Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	243.52				330.164		
Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	354.383	356.74		551.174	126.75	478.067	193.791
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	764.321	850.796	1580.4	586.191	1189.68	982.717	1007.54
Q8TB61	Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	722.487	373.266		1007.81			879.671
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	382.287	507.601		373.646	393.319	919.856	366.795
Q8TBQ9	Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	1014.05	1298.47		899.573	1313.35	631.669	852.759
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	266.884	460.267		382.951	373.729	262.905	
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	511.209	625.109		686.976	646.857	749.894	440.217
Q8TCC3	Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	476.679						
