Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-209_4256.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-210_4257.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-211_4258.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-213_4260.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-219_4267.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-220_4268.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-221_4269.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-12-2024_Slot1-222_4289.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-52_4249.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-53_4250.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-54_4251.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-55_4252.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-56_4253.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-74_4264.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-75_4265.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-76_4266.d
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	28273.2	17041.4	9873.35	6789.9	24440.9	19673.7	10121.9	21391.2	18686.4	16047.2	33333.4	10691.7	31769.7	31458.4	16381.4	32841.9
Q13188	Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3																3938.76
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5			6641.13			11258.1										
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	27997.2	16476.8	10784.2	21377.2	36497.7	36678.5	26062.4	29426.9	24243.4	22894.3	24049.3		20843.4	30076	30799.6	29606.3
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3		10290.4		17244.7							600380					
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase									15107.5		117183			6631.33		
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	17262.2	26113.5	19954.8	19470.2	18778.3	33103.4	22406	22717.5	26808.3	32811.5	19332.6		25790.6	27011.9	34128.6	22128.1
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5		28908.3	12673.5	21560.7	8561.27	5833.07	10222.4		23758.9	12215.8		3659.25		29451	15206.6	15512.3
Q13247	Q08170;Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	94381.2	90652.3	83399.7	58201	87978.4	103456	84881.1	80196	106088	117728	92600.6	25905.7	72137.1	97702.3	71025.8	62489.4
Q13257	Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A					8950.11	29812.3	20618.3			15290				15703.4		
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	52153.3	65728.8	54350.1	26694.8	53967.1	53310.2	73005.6	63471.3	39492.9	72652.8	57240.4	62562.9	53678.8	84188.7	69655.4	52190.6
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	46137.9	46009.3	8706.58	14146.3	41186.5	30150.7	55176.2	85022.6	53680.8	35648.2	47273.8		49082.2	43827.5	53856.3	29153.1
Q13287	Q13287	NMI_HUMAN	NMI	N-myc-interactor			9192.96	4351.53		4057.83		12384.1								
Q13308	Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7						15674.8			15563.1	6207.17	12685.9		6747.84	15210.9	10017.5	
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	14432.1	6456.84	13931.7	14334.5	25591.1	27394.2	21082.6	25569	21966	15563.2	14759.3	11595.9	12784.6	18300.4	16989	5819.6
Q13315	Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM			5492.09						13019.4							
Q13322	Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10						5066.83					7017.53					
Q13325	Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5				4185.52	12925.4	14074.5		163470								
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	23898.5	6677.38		16638.5	14971.8	23937.9	18514.7	22807.1	15136.7	13092.7	14451.9		16434	14966.8	17634.2	17910.5
Q13363	Q13363;P56545	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1			6048.31	11026.9	9367.33			22649.8	21956.6	15894.9	15769.8	17600.2	11000.3	17748.7	16715.2	20962.3
Q13393	Q13393	PLD1_HUMAN	PLD1	Phospholipase D1				1803.66												
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	12681.6			21522	21690.2	24371.5	14432	19333	14643.9	34315.5	34297.4		11631.4	26458.8	25316.9	14974.4
Q13405	Q13405	RM49_HUMAN	MRPL49	"39S ribosomal protein L49, mitochondrial"			10169.5	5341.71		9325.7			3454.49	22854.4		7805.93				
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2			23582.7	37527.8										61086.7		
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	13928.5	3267.34		11527.4	16499.4	14357.3	18721.3	17616	10407	11166.8	11354.3		16013	12770.8		
Q13423	Q13423	NNTM_HUMAN	NNT	"NAD(P) transhydrogenase, mitochondrial"	15767.2	25517.5	22736.4	18108.6	8526.01	9974.56	15122.6	27992.9	18455.3	18892.1	15966.2	22471.4	26526.1	18064.9	19445.5	12106.3
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin		5898.99	4369.04	21839					17100.2		30465.4	10611.1		9122.06		
Q13426	Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4				4720.21												
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	7569.94	9197.96	9860.15	4877.05	15388.4	8059.56	2666.83	9135.97		48650.8	9134.5	5999.97		4467.79		
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	9339.84	14778.6	16652.4	7208.18	10713.3	23190.1	26259.7	14564.9	16971.9	17028.1		27501.7		14577.3	7399.11	20093.4
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	53097.4	36880.6	17893.8	12473.3	18485.1	25314.2	38652.8	26304.6	31165	32427.4	32127.8	21020.5	10928.3	23894.1	24997.9	18219.4
Q13438	Q13438	OS9_HUMAN	OS9	Protein OS-9															54495.3	
Q13439	Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4				3278.64							9942.2					
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	27402.3	6510.33	8758.88	25960.9	17720	32620.6	17208.7	13916.1	19048.5	16818.8	13125.5		38665.9	21037	40551.6	23697.6
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9							4263.22	54237				26181.9				
Q13445	Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1			2887.85	9095.95								5256.11		3891.49		
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5			6190.76	8092.81	13791.8		18610	5555.38	54108.2	29395.7	16769.5			17240.8		16732.4
Q13459	Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb				15313.3	15924.8		42423									42330.1
Q13464	Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1				17277			12599.1							3078.72		
Q13480	Q13480	GAB1_HUMAN	GAB1	GRB2-associated-binding protein 1								5756.71								
Q13488	Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3			9062.5	7082.78										7193.66		
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein			12457.1	7005.91	14534.9				25789.1		36385.9	14562.8		18279		
Q13496	Q13496	MTM1_HUMAN	MTM1	Myotubularin				6022.7												
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1		15700.3	11847.3	15234.3	17919.7						13259.7			6158.48		
Q13505	Q13505	MTX1_HUMAN	MTX1	Metaxin-1		16308.6	146284	6102.45			14553.4	13804.8								
Q13509	Q13509;Q9BUF5	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	256208	140024	103419	299680	225536	224584	249111	263699	321001	252328	252266	23358.2	227643	278108	315409	231590
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase		2731.87	7189.63	5407.11	8839.38	11305.4	14093.9	13991.6		10449.7	47618.2	13014.1		8790.41		25646.7
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	14268.8															
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1				17798.7	17459.4	21991.4	30889.3	32359.1			30135.2			12784.2		
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1					3884.98	11389.2			13922.1				9107.18	6489.2		
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1					9273.11						4483.51			6018.66		21699.4
Q13555	Q13554;Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma			26344.4	6254.19												
Q13557	Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	12773.3	8599.77	3569.09	16621.5	10011	18520.8	11277.9		24276.8	18102.5	19280.6	6966.85	25668.5	15101.7	16900.3	15943.8
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	40355.6		19195.6	22698.9	29563	23871.9	18425.2	26759.3	25214.4	19498.1	29405		19486.8	39520.5	34324.4	38230.4
Q13563	Q13563	PKD2_HUMAN	PKD2	Polycystin-2				3805.84					10760.4							
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	23919.6		4098.91	7988.77	5510.47	7120.5	29132.5	21713.1		17885.8	19037.9		30891.4	4873.76	27781	
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	7627.17	21248.9	9266.49	6847.93	9353.37	34413.6	15853	10213.7		13916.1		8016.26	11654.9	8929.46		8887.28
Q13586	Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1			5450.36	2828.82												
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	17567.8	13741	14316.3	10451.6	4379.73	13723.7	16548.1	11045.3	21889.9	16211.1	9553.55	17385.1	7146.16	6536.78		
Q13596	Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1				6723.57		12078.3	18015.7	14015.2	10541.9	10778.9				10990.9		61053
Q13601	Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog			5005.79	2748.73		29616.3	5250.15			7323.04	3206.19			28084.9		7490.76
Q13608	Q13608	PEX6_HUMAN	PEX6	Peroxisome assembly factor 2			6303.05											3258.9		
Q13610	Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog				13938.4		9993.94	4221.97			9497.46	93457.5			3376.57		
Q13613	Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1				2512.56			7991.81									
Q13614	Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2													10656.7			
Q13616	Q13616	CUL1_HUMAN	CUL1	Cullin-1			9488.76	5742.32	29354.6	20033.9		9699.89	24098.8	12265.8					10582.4	5788.84
Q13617	Q13617	CUL2_HUMAN	CUL2	Cullin-2				9266.01		16096.2							22125.7			
Q13618	Q13618	CUL3_HUMAN	CUL3	Cullin-3		59365.2	13263		20719					21922.1			19016.8			
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A														30151.5		
Q13620	Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B		6326.76	11278.4	14742.7	22545.9	21649.6	7602.69	36236	16864.9	14716.5	39800.3	27359	6407.75	21094.3		17629
Q13625	Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2					9185.7						12672.4					
Q13630	Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	40969.6	3727.27	16278.3	9370.94	16230.3	5001.46	9687.35			11202.5	15851.2		29939.5	7673.75	10276.4	9790.65
Q13636	Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31		6406.31	3246.58	6626.98	14609.6			5027.4	9928.74					25988.9	14181.7	
Q13637	Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	11875.5		10395.3	17192.6	17559.4		108704	12778.7			5969.54				18830.1	
Q13641	Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein				14019.2					20782.6	13183.8	22713.7	42251.9	19004.3			
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1				17367.4						6911.36				7962.5		
Q13643	Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3				4502.71				16299.1			22231.7			8765.14		
Q13671	Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1				8312.35	23032.2					20936	17261.1			26455.2		17225.7
Q13683	Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7								17387.3								
Q13685	Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein								4593.91								
Q13724	Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase		25347	25019.7	17963.9			406596	18371.4		32631.5	36904.5	19432.4		17452.5		
Q13740	Q13740	CD166_HUMAN	ALCAM	CD166 antigen				4873.95				21896.9								24774.9
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	"Spectrin alpha chain, non-erythrocytic 1"	11803	22331.1	15106.4	14651.6	22311.5	19652.4	23800.7	23090.7	25385.5	25743.3	28803.5	133639	20226.1	17987.9	29965.2	24060.4
Q13823	Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2		10432.4		1109.47	16949.3			23360.3								
Q13825	Q13825	AUHM_HUMAN	AUH	"Methylglutaconyl-CoA hydratase, mitochondrial"			5029.2													
Q13835	Q13835	PKP1_HUMAN	PKP1	Plakophilin-1		73186.7	19989.9		58629.5			4306.57	2145.04	9379.2	11537.6			4547		16272.8
Q13838	O00148;Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	90036.5	58359.8	108877	77986.2	105113	110726	97337.9	86080.7	119621	107169	99681.8	17380.8	88659.9	111675	80456.6	83711.1
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	65246.3	67862.4	27219.5	20415.1	77308.9	61122.9	72742.1	72156.1	45268	34091.5	39441.9	37701.9	51445.1	40451.5	40905.4	76218.3
Q13868	Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	4887.86	7093.28		2063.47	23288.9	13385.9	10558.7			21096.2			6414.68	6601.15		
Q13884	Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin				7421.83		12776.5								17658.7		
Q13885	Q9BVA1;Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	90797.1	34999.9	52413.9	116631	118800	53672.2	63110.8	104568	48789.2	74543.6	109029	5745.55	54847.3	130970	72175.8	92032.1
Q13895	Q13895	BYST_HUMAN	BYSL	Bystin				13003.4	4160.29											
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1			2804.62	9039.55	16537.3		5817.47		5802.45					9755.87		
Q13948	Q13948	CASP_HUMAN	CUX1	Protein CASP												7057.07				
Q13951	Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta					7182.72			13061.5						3895.2		
Q13952	Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma				4436.82												
Q14008	Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5				6909.04	13773.9	8716.19	9901.88	53569.4	50703.2	6062.54	8677.75		16714.4	11962.5	18830.3	35306.1
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	29335.6	17260.6	17348.2	10864	23783.8	53950.5	17358.3	15470.7	40232.8	21952	24313		25635	47529.7	25361.4	21352.4
Q14012	Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1														7747.71		
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	30110.3	4708.52		45550.8	30512	28896.4	18702.6	31900.3	18490.7	35572.5	20428.2		17342.3	48029.2	36204.6	31488.6
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone		11055.8	18737.2	4322.68												
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	76982.7	74439.1	61557.1	65515	65294.8	95700.9	79455	111577	61488.9	101745	97167.9	58941.2	64877.3	95953.7	91221.9	75957.7
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2		15836.9	34728.8	17734.7	18127.3	11675.7		27963.4		26390		29815.6		26303		51369.3
Q14116	Q14116	IL18_HUMAN	IL18	Interleukin-18			8027.65		27432.3			2040.74						4227.43		
Q14123	Q14123	PDE1C_HUMAN	PDE1C	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"															46136.3	
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2						22974	10806.4									
Q14137	Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1			5227.92	10796.6							26010.2					
Q14139	Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A				4011.79	7408.5				10837.9					17183.4		
Q14142	Q14142	TRI14_HUMAN	TRIM14	Tripartite motif-containing protein 14								31044.7								
Q14145	Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1			9399.16		15643.5		4549.18				17226.7			6907.46		
Q14149	Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3			5956.78													
Q14151	Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	9865.58		3968.81	9576.59					13242.3		6434.52	23118.1	14975.4	7301.74		
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	24213.7	15579.9	11696	16067.1	25999	22885.2	20360.2	43370.3	22392.8	20120.3	25830.3		37738.3	18885	26903.3	18791.3
Q14155	Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7				16919.4	10138.7						20755.4			28148.9		
Q14156	Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A				2314.39												
Q14157	Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like				5682.13	11884.7	13469.9	12851.3	11858.7	14078.3	14861.8	17441.4		12570.6	14139.9	16601.3	8476.68
Q14160	Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	16353.4	17325.8	4385.81	7128.28	10670.7		12960.8		16440.8	33418.9	13284.6			13569.7		
Q14161	Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2														23479.2		
Q14165	Q14165	MLEC_HUMAN	MLEC	Malectin		31720.2	30678.4	13046.4	21186.2		34060.6	21966.5	15197.9	29456.7	12305.8	34853.7	10882.3	14985.6		12938
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12			12154.9	10413.3	30007.7			28576.2		8355.64	8921.38			8921.19	30472.5	
Q14185	Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1				5079.07	9916.75						14304.8					
Q14192	Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2				9248.71				12903.6								
Q14194	Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1			43675.3	24674	14222.7				5133.84	204003	23150.2			11493.8		10545.4
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	74475.6	43802.6	16586.4	107749	45328.9	34249.3	64958.4	135253	72038	57791.2	94669.2	9560.43	68330.3	180332	171529	84912.4
Q14197	Q14197	ICT1_HUMAN	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		13294.6	7850.57	8994.8	6378.08		5309.07					17257	6660.8	11535.8		
Q14202	Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3			3400.44													
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1			12133.8	11472.3	7334.62	34411.9	16818		36937.8	12090.8	19142.1		10114.3	10456		14907
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	37045.4	24800.7	47429.8	58052.5	62541.1	36853.7	46670	45779	41432.9	32332.7	54145.1	25668.2	42905.2	44179.9	53710.9	41725.9
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha				8369.12	15858.2											
Q14240	Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II				12507.6												
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	35545.2	10930.3	14654	50934.4	34359.2	34825.1	30330.4	32176.3	34687.1	32572.6	49060.8	16880.9	36060.5	47117.9	26742.2	35366.5
Q14249	Q14249	NUCG_HUMAN	ENDOG	"Endonuclease G, mitochondrial"			12763.1	6882.69								7710.19				
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	10443.9	16924.2	9723.92	14053.3	4744.49	6519.73	5606.59	6748.89	10929.3	21214.7	14127.8	18432.9	13285.8	14552.1	26284.9	11936.7
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2		65117.3	47772.7	27294.2	13655.8	53906.7		63308.4	44140.3	40591.9	30103.4	65970.8	26061.6	34800.6	16963.3	
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25			10145.9	13071	36394.5	10323.2										12347.7
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	60625.3	16448.7	24244	90871.3	63873.2	70214.9	58710.7	62251.9	66674.1	49937.9	55513.7	33616.4	64840.5	40306.9	49011.2	70116.1
Q14318	Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8					42914.5			33671.1	13201.1	15354.2		12150.5		10664.9		26596.3
Q14320	Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A				2224.3			9110.22							12811.5		
Q14331	Q14331	FRG1_HUMAN	FRG1	Protein FRG1							7352.28							5576.16		
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13		14489.2	7139.79	10914.5	12363.8	20520.5	13020.8		14802.1	8462.4		7269.97		26588.3		18731.8
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase			3539.25	6730.95												
Q14444	Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	21674.5			10774.5	25431.8	17561.4	27084.6	28898.2	10453.4	13818.8	15954.5		26059.2	42485.1	41699.7	25022.8
Q14498	Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	6183.79		7199.16	10124.7	10765.3	10183.7	15702.3	15826.5	14181	17127.1	5984.91	5558.1	16198.7	9205.29	15249.7	15753.9
Q14511	Q14511	CASL_HUMAN	NEDD9	Enhancer of filamentation 1															10066.1	
Q14554	Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5			19819.2								21896.8	6527.58	15166.5			
Q14563	Q14563	SEM3A_HUMAN	SEMA3A	Semaphorin-3A										8875.24		13475				
Q14566	Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	23468.7	10580.2		125545	15846.6	27925.2	20631.6	13659		25447.3	5005.76	7308.76	20853.7	21397	9813.33	14150.6
Q14568	Q14568	HS902_HUMAN	HSP90AA2P	Heat shock protein HSP 90-alpha A2			17355.5	64662.4	74603.7			58408.8	63645.1			7923.88		54217.5	68893.6	73839.3
Q14573	Q14573	ITPR3_HUMAN	ITPR3	"Inositol 1,4,5-trisphosphate receptor type 3"			8507.71													8475.78
Q14574	Q14574	DSC3_HUMAN	DSC3	Desmocollin-3		10620.7	8538.04	9362.96	32072.6	14066.8	18957.2	31561.7	15133.4	26850.4	11270	12645.7	24258.7	10969.2	10659.9	31343.5
Q14644	Q14644	RASA3_HUMAN	RASA3	Ras GTPase-activating protein 3					11259.5											
Q14653	Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3				6419.63	2413.65					8345.08	13331.2					5020.34
Q14669	Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12			9677.39		10239.1	14618.1	5254.07									
Q14671	Q8TB72;Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1									23837.6							
Q14676	Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1																13166.5
Q14677	Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1			22548.4	5937.71									7905.97	27954.9		
Q14680	Q14680	MELK_HUMAN	MELK	Maternal embryonic leucine zipper kinase								10305.4								
