Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
P55060	P55060	XPO2_HUMAN	CSE1L	Exportin-2	731.514	572.586	411.798	867.22	1008.1	1010.35	586.878	1128.92	1058.84	892.738	1120.72	1333.41	1114.41	1359.21	1299.69		755.784	965.77	1680.07	1280.1	1372.21	901.859		1103.41	1252.29	1007.97	1773.5	920.093	750.947	1654.46	1854.71	1527.15	139.62	1695.05		1495.55
P55072	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	4646.41	4328.39	4298.01	4545.76	4865.23	4547.98	3116.55	4602.14	5224.63	4437.26	4886.95	4795.45	4784.59	3290.52	4475.35	1313.79	5417.68	5239.38	4153.48	5307.39	4472.35	5557.19	1473.46	5846.16	5869.51	5679.48	5403.21	5447.25	4765.19	5852.77	5726.85	4508.58	1218.89	2789.74	1466.63	4373.37
P55084	P55084	ECHB_HUMAN	HADHB	"Trifunctional enzyme subunit beta, mitochondrial"	1554.91	1363.95	1628.43	1334.29	1322.58	2161.09	2182.35	1717.05	1596.47	1462.23	1484.33	1096.51	1240.17	1725.43	1473.39	1777.47	2030.59	1486.8	1458.16	1280.62	1412.61	1380.85	2232.7	1573.02	1695.82	1633.86	1451.09	1602.56	1454.44	1526.51	1187.22	1396.26	2432.18	1623.4	2861.16	1637.73
P55209	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	1581.46	1207.27	1392.24	1446.93	1517.83	1334.08	1753.64	2017.73	969.464	1886.17	1540.27	1126.96	1237.47	1149.59	1399.71		1109.66	1860.27	1826	1621.24	1771.29	1181.98		1454.22	1448.84	1121.74	1848.51	1451.1	1437.7	1388.67	1491.39	1549.25		1396.61	167.4	1469.81
P55265	P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	235.642	552.731	291.654	297.874	381.883	314.334	427.041	85.9929	244.228	387.103		336.805	380.218	508.768	333.01	397.745	407.403	439.685	210.554	289.908	287.454	530.285	460.704		304.646	150.97	150.467	626.72	364	301.182		291.244	225.848	323.678	403.335	232.382
P55735	P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	863.758	981.57	391.518	840.434	500.661	1116.12	1087.5	541.708	1195.32	1075.3	916.945	607.942	965.303	771.948	918.164	604.896	1906.54	790.076	1462.47	928.992	1308.4	604.91		782.233	1420.76	1387.73	1623.88	1276.57	1706.39	1262.91	1039.46	1490.15	195.933	1265.33	210.472	1541.83
P55769	P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	290.768		132.276	161.893	191.329	203.927	306.44		185.11	164.773	454.167		680.82		431.896	368.67	383.709	172.441	251.924	393.102			230.633	127.505	559.622	523.319	558.01		211.999	377.623		742.621	963.083	624.566	357.769	333.215
P55786	A6NEC2;P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	570.169	827.274	527.597	630.814	400.504	570.554	720.972	766.314	566.305	540.121	591.918	632.221	397.412	840.187	722.607			408.59	689.529	404.077	673.364	250.742		699.054	427.6	465.847	715.202	747.411	999.588	493.338	326.966	594.533	457.066	675.206		694.249
P55795	P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	124.991	553.266	147.975	150.756			274.426	255.515	455.676	182.26	258.12	549.554			101.972		382.389			326.024	224.875	308.307					259.493		308.959		204.444	123.824		313.858		187.437
P55809	P55809;Q9BYC2	SCOT1_HUMAN	OXCT1	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	266.615	1365.6		391.716	167.711	597.669	272.091	397.678	305.326		405.176	895.324		674.875	350.584	353.306	171.446		459.083	411.45	399.905	312.874	173.693	494.259	339.096	366.826	475.255	444.956	391.863	322.6	578.673	486.593		521.958	619.369	271.14
P55854;P61956;Q6EEV6	P61956;P55854;Q6EEV6	SUMO2_HUMAN;SUMO3_HUMAN;SUMO4_HUMAN	SUMO2;SUMO3;SUMO4	Small ubiquitin-related modifier 3	801.286	787.241	1164.23	1024.72	1960.07	1658.1	1868.22	1786.39	1358.12	1947.56	1340.5	1599.94	1379.58	2029.05	1470.43	426.372		1617.58	2516.36	989.175	1080.92	1088.29	213.077	1548.52	2076.52	958.99	1967.44	1574.1	2123.84	1219.86	1741.11	1900.06		1328.96	205.725	1443.28
P55884	P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	1349.32	1004.1	1058.95	1652.46	1053.3	1144.53	607.917	880.119	930.746	1576.71	1192.29	1518.58	974.483	1149.02	1071.13	360.97	1017.52	1083.31	879.249	1305.4	1372.96	1048.5	320.502	1541.46	1124.29	1063.19	1455.91	842.179	1047.49	1258.46	1315.2	1116.04		1172.28	367.976	1372
P56134	P56134	ATPK_HUMAN	ATP5MF	"ATP synthase subunit f, mitochondrial"	533.041	319.945	624.444	740.816	505.278	258.767	677.653	477.47	662.284	1084.7	451.331	435.782	1154.97	917.053	1093.93	679.963	497.871	530.317	374.952	475.235	450.823	535.085	724.901	362.405	558.067	721.752	731.06	571.679	485.839	325.137	515.49	641.35	983.168	438.994	969.544	506.225
P56192	P56192	SYMC_HUMAN	MARS1	"Methionine--tRNA ligase, cytoplasmic"	633.505	786.9	647.878	1082.96	983.42	1004.5	742.784	1643.75	1405.84	1049.84	669.228	555.58	959.983	1257.02	808.921		1064.43	1007.11	501.104	701.246	1358.94	981.194		1148.83	1035.05	759.985	801.084	790.826	970.935	1035.88	1086.81	455.462		781.856		581.858
P56381;Q5VTU8	P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	"ATP synthase subunit epsilon, mitochondrial"	1781.47	1134.58	904.274	1503.41	1284.14	1205.95	1504.12	1776.15	989.466	1741.28	941.308	1254.47	2087.92	1051.48	1760.32	1984.9	2272.65	642.702	817.361	675.287	1419.6	1062.16	2761.7	781.266	1126.76	1309.2	1441.31	766.416	1186.78	1461.14	1526.39	1619.05	2216.05	1599.92	3328.18	1147.66
P56385	P56385	ATP5I_HUMAN	ATP5ME	"ATP synthase subunit e, mitochondrial"	1871.87	1353.23	1635.65	1555.76	1451.44	2353.65	1660.87	2212.46	1643.99	1799.8	1407.18	1557.06	1384.04	1228.35	2167.85	1777.86	1535.89	1199.92	757.927	1421.99	1623.08	1285.71	2459.22	1618.25	1467.2	1231.69	1421.24	781.691	1090.08	1268.88	1217.31	1316.22	2575.25	1918.9	2377.54	1585.6
P56537	P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	1970.13	1472.43	1389.35	2052.39	1711.13	2263.45	1006.74	1876.61	1631.98	2294.86	2804.66	1572.82	2019.96	2627.28	1462.27	1232.57	640.902	2666.07	1143.61	2750.82	2152.61	1742.11	917.898	2904.97	2329.88	2059.59	1893.61	2445.07	1585.15	1810.09	2112.54	1806.97	559.004	2613.67		2669.05
P56545	P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	319.991			486.998	355.231	356.402	98.0203	202.571	393.161		90.9017		352.268	478.119	149.811		125.474		138.78	217.99	409.716			504.71	362.91	425.871	515.283		366.389	277.287	447.925	492.142		220.711		
P57081	P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	149.258			267.033	103.531	94.7714	83.9461		139.689	148.219		383.823			118.486		230.773		88.8178					65.4281						178.911						312.219
P57088	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	380.126	197.352		319.295	230.953	327.349	310.94		286.362	507.329	257.887		162.009	480.189	447.887	223.391	278.329		337.674	397.832	579.155				883.18	130.066	432.048		435.063	312.409	248.381	191.869	137.278		367.554	351.131
P58107	P58107	EPIPL_HUMAN	EPPK1	Epiplakin	39.0584	57.9141		55.0338	88.2626	370.942	53.4096			483.493	327.678		260.8	283.472		138.065	284.112			96.1865	55.443			335.78	420.935		270.461	68.5563					151.982	282.907	99.2195	
P58546	P58546	MTPN_HUMAN	MTPN	Myotrophin	47.0244	254.184	318.949	216.915	76.9234	85.5397	224.504		110.893						89.6957			423.646	487.503		293.082	168.15			231.038		278.533		192.465	262.899	407.918		122.678	186.332		340.957
P58876	P23527;Q99880;Q99879;Q16778;Q96A08;Q8N257;Q93079;P58876;O60814;Q99877;P62807;P06899;Q5QNW6;P57053;P33778	H2B1D_HUMAN	H2BC5	Histone H2B type 1-D	166628	164139	233286	344621	306111	214442	284682	115362	452779	243269	239622	179951	191884	184398	176080	244749	294791	165817	339867	270218	189538	257209	184539	123430	125099	109499	220598	211787	204880	185498	210698	121060	244494	162901	120268	85659.8
P59190	P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	2289.38	2665.42		2315.21	4170.45	3324.48	2748.48	3169.89			3039.24	2003.01	2931.54	3374.27	2602.57		4090.44	2434.96	2651.01	2377.7	2859.18		1909.48	3744.76				3184.43	2707.15			3628.97		3440.91		3338.9
P59998	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	1473.17	2130.37	1792.83	1237.99	1814.87	1478.6	3186.6	1819.25	1821.17	1457.18	1637.58	1356.59	1266.19	1620.45	2142.26	813.888	1290.07	1629.19	3125.61	1214.47	1615.75	1471.38	693.05	2142.94	1901.8	1237.58	1268.75	1519.08	1520.88	1588.72	1831.86	2055.48	1388.64	1459.64	1220.88	1962.23
P60059	P60059	SC61G_HUMAN	SEC61G	Protein transport protein Sec61 subunit gamma	96.6439		298.96	123.056	231.398	191.991	408.478		212.982				481.188		187.155	341.79		354.236		450.968				215.674		210.939				220.865				348.6	452.606	
P60174	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	14607.5	13353.1	16033.6	15251.3	18522.8	13921.5	14999.7	18568.6	19946.3	14722.5	13944.2	14579.3	11704.5	11316.5	17649.2	1644.93	3458.71	14689.7	14220.4	12769.5	20308.5	14416.2	1674.28	15788.3	15572.6	14111.4	13989.2	18143.4	16125.1	14487	16020.9	19952	2436.77	16887.7	1527.33	16568.9
P60228	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	1082.78	772.971	672.991	1222.81	858.629	782.218	567.305	1106.61	447.817	1279.72	841.331	1019.75	416.435	890.832	571.104	101.086	623.668	1061.47	520.146	1323.1	1123.95	757.843		1234.83	705.888	970.393	1452.1	610.012	666.373	984.909	764.399	1001.78		1090.62		906.884
P60468	P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	1321.56	898.243	845.8	965.975	452.888	765.928	460.197	639.642	588.62	800.866	600.221	1646.82	538.436	414.015	889.568	1775.16	619.54	534.101	415.473	416.567	582.226	754.416	744.424	782.215	714.193	738.674	713.102	988.302	474.778	506.601	957.12	569.287	1152.62	1125.3	1133.19	673.601
P60660	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	3711.81	2741.03	2843.74	3669.62	2264.5	4103.48	8072.87	4444.49	3919.61	3234.3	3198.11	3159.12	1964.38	2755.72	4226.83	1476.49	4168.69	2445.77	6895.06	3169.86	2646.26	4754.83	2831.05	3394.65	3233.07	4855.19	3560.7	3995.8	4200.49	4265.38	3228.5	3979.5	1015.53	3289.11	1110.33	3849.32
P60709	P63261;P60709	ACTB_HUMAN	ACTB	"Actin, cytoplasmic 1"	214651	161789	171746	181924	122313	168504	251381	203097	145889	177099	158939	152800	133836	164688	147467	94800.6	127316	162436	235956	161766	153246	167907	101176	165176	177657	241869	170417	153843	200762	200117	181688	195313	90687.5	162110	83398.3	184143
P60842	P60842;Q14240	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	18315.1	13742.6	12878.5	18301.8	17313.6	17156.6	14300.1	17341	13498.7	19277.9	17895.1	14371.8	14606.5	16380.8	18946.8	1685.74	5419.7	21483.6	16029.8	19127.1	16840.4	14443.4	2161.41	17633.5	17258.7	14851.1	22203.7	14332.9	14439.1	18154.9	17443	18697.5	2884.5	16665.5	1044.15	17339.3
P60866	P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	1308.82	1541.16	1522.65	1300.67	1138.47	990.092	1361.78	1219.75	1881.61	1858.17	1330.14	1381.98	1844.31	784.114	1544.05		1347.72	902.635	1515.68	1253.31	1511.26	1570.01	774.205	1668.28	1547.77	1191.14	1318.13	1843.41	1746.98	1414.46	1431.72	1585.95		1264.97		1480.05
P60900	P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	2510.12	2809.99	2409.3	2652.23	2761.09	2830.43	2253.65	2620.58	2956.53	2298.9	2210.5	2482.79	2002.94	2548.65	2912.51	292.573	2187.49	2125.5	1994.59	2285.8	2438.17	3014.41	537.037	2624.91	2705.57	2018.84	2580.72	2147.05	2012.78	2721.49	2576.13	1877.46	464.518	2597.87	333.143	1983.99
P60953	P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	940.52	1368.26	1541.84	1453.09	1216.2	1372.42	989.981	980.157	1092.76	763.622	823.398	1256.92	1062.28	685.711	826.701	267.562	639.311	1092.03	1747.93	1638.92	902.302	1722.47	514.24	1391.1	1855.13	1504.03	2274.44	1214.93	1306.24	1515.13	1422.67	1008	295.062	1230.01	530.484	1116.58
P60981	P60981	DEST_HUMAN	DSTN	Destrin	4493.45	5593.6	6972.17	3689	4304.25	2580.05	8328.39	3793.28	5543.88	4134.85	3042.61	4699	4004.93	2943.46	5244.91	168.502	460.232	4230.92	5109.32	5090.73	4464.3	4393.64	360.125	7547.85	5852.9	6117.33	4158.06	5740.07	8394.16	4113.31	4588.79	5531.36	318.911	4960.22	478.242	4689.85
P60983	P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	272.672	388.312	419.747	57.1886	523.641	383.632	317.688	289.807	287.38	406.552	531.407	406.633	171.633		195.885		217.335	567.358	432.569	294.212	416.169			350.551	817.306		405.161	378.28	428.757	678.917	369.418	367.132		405.674		496.896
P61006	P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	290.605	277.337	330.117	316.731	611.582	403.759	469.138	261.141	488.58	428.033	691.225	929.357	238.857	653.423	581.021	698.539	366.831	407.612	346.87	654.709	540.395	271.222	169.351	192.555	440.028	338.742	269.79	412.152	438.432	438.526	521.453	453.676	593.888	147.221	141.768	474.775
P61011	P61011	SRP54_HUMAN	SRP54	Signal recognition particle 54 kDa protein	478.347	323.384		518.671	416.85	634.445	418.603	338.284	248.729	284.65	501.824	488.469	792.317	427.91	590.034		785.808	312.152	458.229	301.869	387.253	548.389		505.735	701.04	548.141	583.094	451.335	554.095	608.213	392.671	404.524		507.881		525.893
P61019	P61019;Q8WUD1	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	1079.03	1131.34	1122.72	1030.92	1377.33	882.024	1182.94	794.487	1275.85	1248.6	1486.75	1229.46	1097.1	999.343	920.648	1242.8	1490.63	1507.57	1212.91	1115.93	1258.85	1467.65	964.906	1320.47	1486.47	1411.31	1569.19	1261.15	1471.26	1503.39	818.544	1564.12	1423.14	1352.9	1245.17	1277.94
P61020	P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	274.026	325.374			108.925	306.72	206.581	455.71	231.645						133.766	78.217	129.65		246.25	161.962		399.677		211.865		354.319				208.583				195.463	154.537	84.5713
P61026	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	961.537		670.036	338.056	748.154	628.231	545.818	639.162	713.006	405.128	348.168	594.34	885.385	732.133	422.441	568.299	1064.72	762.599	874.982	767.127	1003.01	867.766	398.194	723.866	651.217	550.756	633.651	756.963	625.846	574.617	393.707	415.63		889.5	542.308	773.328
P61077	P61077;P62837	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	633.277	386.815	1462.43	987.604	847.612	674.395	909.361	792.313	1117.11	836.297	849.511	476.797	530.406	1438.61	1362.46			922.593	976.182	917.433	1007.95	498.161		1113.77	1196.41	1384.13	1133.29	622.555	1012.26	1515.93	1232.37	1405.92		1313.88		885.11
P61081	P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	1278.57	723.991	1217.44	1311.09	1148.21	1508.99	758.125	1759.45	978.056	953.356	1155.88	1089.51	862.815	1085.06	940.783		354.988	1211.96	998.693	1276.1	1413.95	1113.56		1417.52	1325.95	1005.19	1361.71	894.238	1083.72	1390.22	1300.18	1137.57		1110.3		1351.78
P61086	P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	979.973		799.634	401.441	614.061	897.795	361.486	466.421	841.879	295.898			320.302		534.849			924.647	816.02	395.29	925.59	558.614		1033.9		732.781	567.104	427.328	591.426	399.661	400.326	709.913		925.159		1270.33
P61088	P61088;Q5JXB2	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	1475.12	1464.21	2354.62	1808.67	1436.21	1920.98	3864.61	2516.08	1678.83	1557.66	2566.11	1617.68	1560.45	1436.15	1771.2			1625.81	1776.26	1595.41	2519.47	1797.56		1757.82	2288.3	2601.41	1358.96	2159.81	1690.55	2569	2071.02	2818.31		2219.69		2628.13
P61106	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	1113.35	941.425	1123.82	793.605	1252.57	1232.3	681.913	1125.92	1099.73	736.841	950.429	754.436	1106.89	921.5	900.783	926.49	921.058	1101.9	824.235	932.412	923.597	833.925	664.879	1240.57	1157.77	1055.36	1008.68	920.55	1092.44	1222.2	1178.21	1344.18	661.246	745.663	926.074	1097.3
P61158	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	1266.96	1641.55	1446.36	1150.31	972.178	1232.95	2018.44	1280.51	1369.11	1262.57	1088.01	726.005	880.23	1104.22	1681.69	687.813	740.294	1502.29	1552.38	1140.34	1108.53	1202.3	494.43	1428.88	1122.63	910.869	900.898	1076.7	1325.22	1230.92	1075.15	938.373	667.942	882.527	706.529	1223.81
P61160	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	829.403	1030.3	430.446	799.68	1020.55	902.602	1638.96	1123.91	867.146	918.328	637.959	933.286	1136.07	927.516	1350.98	687.895	658.964	1276.31	1698.02	1062.71	849.445	733.524	308.629	951.981	881.699	1301.19	811.046	841.19	1093.51	1299.91	742.103	851.756	732.222	611.218	488.245	1281.57
P61163	P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	409.649	311.758	382.712	270.003	245.531	325.129	306.52	472.827	261.174	443.369			1600.15	547.766	119.966		519.639	960.654	365.591	634.245	393.807	704.13		568.418	397.258	411.429		527.693	354.989	354.133	289.36	557.1		149.736		399.892
P61201	P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	336.514		506.133	93.7168	110.844	88.718		73.3554	186.879						222.427		255.243	178.642	214.544			117.728			96.3111	134.968	206.207	341.443	190.75	180.041	279.113					
P61204;P84077	P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	820.457	923.615	878.007	493.362	852.955	524.661	1149.02	1218.78	730.059	920.781	670.911	961.774		716.399	1027.34	160.715	764.537	683.642	1052.18	950.129	1635.27	777.084	100.187	1175.05	1348.36	1519.78	1178.7	1169.3	1213.46	1716.53	1523.8	2149.87		1460.64	124.585	1659.4
P61221	P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	834.541	566.578	718.482	908.535	783.801	797.243	804.845	777.195	649.446	960.852	656.475	934.672	839.792	988.345	816.894		689.42	1134.35	634.285	926.225	1121.61	798.552	657.255	961.001	1116.16	564.567	1181.06	526.172	1006.42	912.68	973.066	1188.62		1301.47		1138.97
P61247	P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	3956.48	4878.61	3240.06	4237.15	4365.94	4192.21	4374.34	3453.53	4376.48	4284.42	4581.55	4008.79	4595.51	3725.56	3912.94	1406.76	4997.4	4469.66	4385	4237.99	3731.32	5256.14	886.004	4848.6	4110.05	3274.4	4165.39	4763.74	4746.34	4769.24	4129.49	3307.76	758.225	4355.35	745.046	3540.9
P61254	P61254;Q9UNX3	RL26_HUMAN	RPL26	60S ribosomal protein L26	2633.78	2607.3	2270.45	2368.75	2251.52	2492.67	2359.55	1942.99	2302.74	2266.89	2102.69	2464.47	2522.22	1936.86	2619.52	900.239	2020.77	2190.62	2710.72	3025.42	1939.49	2187.04	807.244	2845.39	2089.37	1744.41	1713.98	1731.38	2221.15	2412.87	2021.92	1777.98	696.698	2375.78	380.871	2187.22
P61289	P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	136.491		463.316	166.25	278.394	109.173	240.344	291.797	250.368	386.037	532.396	540.04	319.909	452.536	135.388		319.057	139.503	272.706	435.306	229.645	105.877		111.687	279.195	216.853	478.344	355.899	381.821	439.435	312.166	536.192		414.363		396.022
P61313	P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	3826.91	3298.57	3433.46	3691.88	3560.51	4312.88	3530.8	3205.63	3393.79	3304.24	2727.66	3444.96	3421.7	3008.64	3808.68	2200.45	3509.75	3291.88	3935.03	4408.87	3042.66	3753.47	1160.36	4109.68	2916.34	3513.61	3626.72	3123.75	3486.11	4147.2	3908.85	3502.94	1306.85	5173.07	982.367	3516.13
P61326;Q96A72	P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	421.712	397.003	451.827	345.974	592.399	391.634	465.822	337.521	584.804	858.014	615.244	383.048	352.942		688.557	528.547	985.527	183.37	435.992	462.205	584.133	862.86		856.942	501.625		883.803	564.137	280.662	252.689	608.126	337.793		480.82	208.595	443.367
P61353	P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	3610.23	3254.78	1869.44	4511.88	3535.22	3620.43	3561.77	3206.3	3768.52	3174.37	4138.08	3300.33	2736.53	2985.56	3508.21	1875.81	3061.02	3279.09	4215.43	4484.19	3650.71	5197.55	1942.58	4611.7	3613.55	2988.79	4339.2	3734.39	3476.18	3733.96	3519.43	2716.27	1346.88	3625.09	786.275	3006.59
P61421	P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	451.174	431.622	744.011	257.494	657.569	1233.58	884.458	425.559	741.013	381.932	617.269	568.867	490.35	569.258	548.418	902.247	506.945	628.632	516.998	684.061	485.817	295.166	127.294	1149.31	953.179	518.383	697	404.473		515.433	804.709	857.112	251.91	919.758	1044.76	729.402
P61513	P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a	845.863	1804.79	1123.69	1028.77	1204.73	1193.43	663.83	1183.64	1089.16	722.429	862.221	198.164	1422.6	774.336	868.239	435.922	639.769	843.272	725.934	660.971	743.128	1055.81	254.421	1093.18	873.611	823.838	697.111	606.304	851.469	1248.25	965.181	993.185	738.474	765.187	262.689	870.644
P61586	P61586;P08134;P62745	RHOA_HUMAN	RHOA	Transforming protein RhoA	2194.78	1091.91	1552.3	2085.67	1927.51	1872.55	2369.73	1926.1	2506.68	2127.07	1325.28	1534.61	1589.33	1716.35	1745.63	635.835	684.792	1056.2	1781.04	1805.16	1188.19	2535.09		1342.9	1338.21	1634.75	1730.12	3339.31	1159.01	2171.49	1935.68	1924.1	329.978	2453.47	241.771	1772.64
P61587	P61587	RND3_HUMAN	RND3	Rho-related GTP-binding protein RhoE				331.902			343.282	2045.23		733.437	1028.23		712.815								893.312	596.99		434.538		1428.84	183.05					514.344				687.12
