gene	GO_id	GO_term	definition	synonym	gene_product	annotation_extention	additional_terms
CDK5	GO:0030426	growth cone	Cyclin-dependent kinase 5	CDKN5|PSSALRE	protein	brain|cerebellar neuron|brain|hippocampal neuron	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|electrically responsive cell|central nervous system neuron|multicellular anatomical structure|cell|biological entity|cerebellar neuron|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|anatomical system|connected anatomical structure|neural cell|nervous system|anatomical entity|material anatomical entity|electrically signaling cell|neuron|electrically active cell|multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|electrically responsive cell|central nervous system neuron|multicellular anatomical structure|cell|biological entity|cerebral cortex neuron|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|anatomical system|connected anatomical structure|neural cell|hippocampal neuron|nervous system|anatomical entity|material anatomical entity|electrically signaling cell|neuron|electrically active cell
CDK5	GO:0043005	neuron projection	Cyclin-dependent kinase 5	CDKN5|PSSALRE	protein	brain|cerebellar neuron|brain|hippocampal neuron	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|electrically responsive cell|central nervous system neuron|multicellular anatomical structure|cell|biological entity|cerebellar neuron|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|anatomical system|connected anatomical structure|neural cell|nervous system|anatomical entity|material anatomical entity|electrically signaling cell|neuron|electrically active cell|multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|electrically responsive cell|central nervous system neuron|multicellular anatomical structure|cell|biological entity|cerebral cortex neuron|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|anatomical system|connected anatomical structure|neural cell|hippocampal neuron|nervous system|anatomical entity|material anatomical entity|electrically signaling cell|neuron|electrically active cell
CDK6	GO:0021542	dentate gyrus development	Cyclin-dependent kinase 6	CDKN6	protein	NA	NA
CDK6	GO:0021670	lateral ventricle development	Cyclin-dependent kinase 6	CDKN6	protein	NA	NA
NFAT5	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	Nuclear factor of activated T-cells 5	KIAA0827|TONEBP	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
NFAT5	GO:0071345	cellular response to cytokine stimulus	Nuclear factor of activated T-cells 5	KIAA0827|TONEBP	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
NFAT5	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	Nuclear factor of activated T-cells 5	KIAA0827|TONEBP	protein	brain microvascular endothelial cell|cellular response to cytokine stimulus	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|response to cytokine|biological_process|response to organic substance|cellular response to organic substance|cellular response to stimulus|response to chemical|cellular response to cytokine stimulus|cellular process|cellular response to chemical stimulus|response to stimulus
DPCD	GO:0021670	lateral ventricle development	Protein DPCD	NA	protein	NA	NA
DPCD	GO:0021678	third ventricle development	Protein DPCD	NA	protein	NA	NA
PCDH9	GO:0030900	forebrain development	Protocadherin-9	NA	protein	NA	NA
XRCC1	GO:0021587	cerebellum morphogenesis	DNA repair protein XRCC1	NA	protein	NA	NA
XRCC1	GO:0021766	hippocampus development	DNA repair protein XRCC1	NA	protein	NA	NA
KDM4B	GO:0007420	brain development	Lysine-specific demethylase 4B	JHDM3B|JMJD2B|KIAA0876	protein	NA	NA
PALS1	GO:0021987	cerebral cortex development	Protein PALS1	MPP5	protein	NA	NA
PLTP	GO:0010875	positive regulation of cholesterol efflux	Phospholipid transfer protein	NA	protein	endothelial blood brain barrier	multicellular anatomical structure|biological entity|protein-containing material entity|blood brain barrier|epithelium|mesoderm-derived structure|unilaminar epithelium|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|endothelium|tissue|anatomical system|squamous epithelium|connected anatomical structure|nervous system|anatomical entity|endothelial blood brain barrier|material anatomical entity|simple squamous epithelium|meso-epithelium|cell layer|lamina
PLTP	GO:0034375	high-density lipoprotein particle remodeling	Phospholipid transfer protein	NA	protein	endothelial blood brain barrier	multicellular anatomical structure|biological entity|protein-containing material entity|blood brain barrier|epithelium|mesoderm-derived structure|unilaminar epithelium|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|endothelium|tissue|anatomical system|squamous epithelium|connected anatomical structure|nervous system|anatomical entity|endothelial blood brain barrier|material anatomical entity|simple squamous epithelium|meso-epithelium|cell layer|lamina
LRP8	GO:0021541	ammon gyrus development	Low-density lipoprotein receptor-related protein 8	APOER2	protein	NA	NA
LRP8	GO:0021819	layer formation in cerebral cortex	Low-density lipoprotein receptor-related protein 8	APOER2	protein	NA	NA
FZD1	GO:1904948	midbrain dopaminergic neuron differentiation	Frizzled-1	NA	protein	NA	NA
PEX5	GO:0021795	cerebral cortex cell migration	Peroxisomal targeting signal 1 receptor	PXR1	protein	NA	NA
PEX5	GO:0021895	cerebral cortex neuron differentiation	Peroxisomal targeting signal 1 receptor	PXR1	protein	NA	NA
DOCK7	GO:0022027	interkinetic nuclear migration	Dedicator of cytokinesis protein 7	KIAA1771	protein	NA	NA
APOE	GO:0051044	positive regulation of membrane protein ectodomain proteolysis	Apolipoprotein E	NA	protein	brain microvascular endothelial cell|brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
APOE	GO:1903002	positive regulation of lipid transport across blood-brain barrier	Apolipoprotein E	NA	protein	"all-cis-docosa-4,7,10,13,16,19-hexaenoic acid"	"olefinic compound|essential fatty acid|all-cis-docosa-4,7,10,13,16,19-hexaenoic acid|carboxylic acid|s-block molecular entity|p-block molecular entity|organooxygen compound|long-chain fatty acid|main group molecular entity|oxygen molecular entity|carbon group molecular entity|heteroorganic entity|polyatomic entity|fatty acid|oxoacid|molecular entity|fatty acid 22:6|unsaturated fatty acid|omega-3 fatty acid|monocarboxylic acid|hydrogen molecular entity|organic molecule|molecule|chemical entity|hydroxides|organic molecular entity|chalcogen molecular entity|olefinic fatty acid|carbon oxoacid|organic oxo compound|lipid|heteroatomic molecular entity|organochalcogen compound|docosahexaenoic acid|carbonyl compound|polyunsaturated fatty acid|organic acid"
