Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
Q13591	Q13591	SEM5A_HUMAN	SEMA5A	Semaphorin-5A	7293.54	3761.96	4538.01	3882.72	4132.11	2952.1	5244.93	7817.02	6920.64	7162.06	5915.94	4987.73
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	43869.5	45278.4	76221.5	68376.2	71784.5	49947.9	70620	77962.5	66365.5	79827.1	46848.8	74200.2
Q13596	O60749;Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	80318.1	83949.8	86967.4	92788.6	88510.6	82197.2	95944.6	89628.1	96039.3	88878	94132.4	94521.7
Q13601	Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	20541.4	24510.3	21305.3	20546.8	22085.2	23600.5	17148.7	22050.1	20039	20373.6	20024.8	18280.9
Q13608	Q13608	PEX6_HUMAN	PEX6	Peroxisome assembly factor 2	12351.3	14229.4	11549.1	8135.66	10233	13023.8	10294.5	9739.95	8968.16	8571.41	13544.1	10240.5
Q13610	Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	56448.9	66874.3	62627.1	66152.8	63971.8	66364.5	70204.7	60824	61114.1	69916.1	67868.1	72424.9
Q13613	Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	21488.5	24062	21373.7	23259.2	20173.7	21830.7	21382.8	18571.2	16343.2	19589.7	22162	21787.8
Q13614	Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2	15807.9	19720.3	21707.9	23266.5	21273.2	20047.1	23730.8	24114.1	22864	23729.8	21088.1	21614.7
Q13615	Q13615	MTMR3_HUMAN	MTMR3	Myotubularin-related protein 3	4629.75	3951.21	4102.51	4114.89	4392.95	4329.39	4108.86	3603.53	4272.34	4096.02	5235.91	4947.19
Q13616	Q13616	CUL1_HUMAN	CUL1	Cullin-1	37556.8	45479.5	42425.2	42959.5	42529.2	47698.1	42216.1	40823.4	39578.1	42010.3	38707.2	40663.3
Q13617	Q13617	CUL2_HUMAN	CUL2	Cullin-2	22988.4	29202.3	30200.5	30677.5	28718.7	30255	29046.2	28082.3	27283.4	28695.2	24178	28108.7
Q13618	Q13618	CUL3_HUMAN	CUL3	Cullin-3	38509.2	46341.1	47605.4	46838.3	43817.4	50424.7	47509.3	44696.9	45518.6	48556.7	49641.4	47603.6
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	25745	28711.1	27987	26037.6	26431.9	28426.5	28745.9	32191.7	29446.3	30690.2	29359.7	30111.1
Q13620	Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	68437.1	85514.3	86637.9	76602.8	73648.2	85487.7	64488.5	65492.5	63160.8	65738.6	67653.8	64626.5
Q13625	Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	27654.4	27636	26500.5	31263.6	29031.1	28105	28129.8	28679.6	30180	29598	31766.3	31240.1
Q13627	Q13627	DYR1A_HUMAN	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	5979.47	7282.33	7105.21	5417.87	5754.76	6360.25	6411.62	5343.1	5383.63	5594.6	5601.15	5789.45
Q13630	Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	66335.8	84341.9	96385.4	95768.2	99352.4	98608.5	98301.4	87692.4	86441.8	91457	78908.9	96076
Q13636	Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	62518	65504.1	81914.2	83673.5	81690.3	72355.8	106496	101897	97647.2	103719	83734	115826
Q13637	Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	21307.7	24868.9	27257.2	26987.2	21320.2	26530.6	33911.6	34034.3	36802.9	33294.4	36726.7	35227.7
Q13641	Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	17892.1	17625.4	17877.3	16644.6	16632	15947.7	17113.6	16526.2	23059.3	21613.1	17459.1	16278.3
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	150747	149672	134005	137074	112553	140197	69907.6	64021.4	67566.5	79578.2	82045.6	74231.2
Q13643	Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	97959.4	75136.5	87548.9	100046	87959	79360.9	104763	73251.2	71585.8	98331.4	97055.2	99217.4
Q13670	Q13670	PM2PB_HUMAN	PMS2P11	Putative postmeiotic segregation increased 2-like protein 11	2422.22	2565.04	3410.81	2579.37	3350.61	2365.95	3523.76	3985.31	2724.9	2632.09	2494.67	2727.62
Q13671	Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	10526.4	15380.9	14606.5	16038.2	15227	14184.4	8511.69	8504.18	8222.83	8466.27	8312.53	8450.88
Q13683	Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	100961	100191	99262.3	101546	100589	95027	48145.7	47506.6	47505.8	42744.2	47583.2	47477.8
Q13685	Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	19448.8	22458.6	25883.6	29733.6	27172.3	24636.2	27711.5	18801.1	21300.7	23179.7	23370.3	22347.6
Q13686	Q13686	ALKB1_HUMAN	ALKBH1	Nucleic acid dioxygenase ALKBH1	2986.64	2829.62	2840.96	2802.1	3161.87	3266.15	3764.06	3071.74	3080.81	2585.53	3207.93	3947.61
Q13724	Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	121834	153215	146393	114886	135827	154219	139062	149947	134334	147798	162388	148677
Q13740	Q13740	CD166_HUMAN	ALCAM	CD166 antigen	95062.5	84476.7	91476.3	101605	93559.9	71820.1	90570.1	74602.7	78259.1	91192.5	81260.7	85608.2
Q13769	Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	9581.9	9078.09	9927.22	10660.1	9512.19	8992.51	9593.33	11786.9	10315.4	9391.03	9938.74	10122.6
Q13772	Q13772	NCOA4_HUMAN	NCOA4	Nuclear receptor coactivator 4	2627.6	3127.31	3868.47	6008.02	4179.4	3404.37	4176.05	5521.5	4547.61	3885.22	3219.47	3763.76
Q13796	Q13796	SHRM2_HUMAN	SHROOM2	Protein Shroom2	4529.62	4081.46	3920.54	4356.16	4664.57	4593.22	7777.47	8323.96	7486.6	8147.89	8958.92	8278.01
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	"Spectrin alpha chain, non-erythrocytic 1"	192159	183295	204282	202133	207585	183747	226988	214918	224071	221570	211254	221865
Q13823	Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	27280.4	24842.9	27820.3	23686.4	25640.8	24995.9	23134.4	28449	24244.6	24353.1	24766.6	26140.9
Q13825	Q13825	AUHM_HUMAN	AUH	"Methylglutaconyl-CoA hydratase, mitochondrial"	12203.7	13440	11764.3	12688.4	12827.4	12525.1	15471.7	16111.6	17409.7	12251.9	14481.9	14128
Q13829	Q13829	BACD2_HUMAN	TNFAIP1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2	11784.7	18222.8	18394.2	20637.1	20973.4	13174	22591.1	18173.3	17732.3	14536.9	20174.7	20982.2
Q13835	Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	56494.2	4384.03	2132.82	4227	2777.27		2233.98	10250.2	4667.01	2198.55	3307.34	
Q13838	O00148;Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	220075	251018	252578	225718	240973	267973	214780	228007	228466	226876	222423	220836
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	159091	156587	178617	189237	201289	170127	206161	156452	168841	183830	159981	177402
Q13868	Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	8319.22	9139.38	9090.91	9850.79	9584.49	10254.3	9680.39	8931.34	9483.69	9962.76	9673.99	10010
Q13873	Q13873	BMPR2_HUMAN	BMPR2	Bone morphogenetic protein receptor type-2	5984.19	5446.13	4743.79	4347.23	4606.38	4529.46	3958.25	4183.62	4540.11	5369.99	4536.24	5632.11
Q13884	Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	8485.34	8038.58	7261.32	9126.47	8746.55	9296.23	12443.6	12310.4	13272.4	13503.4	11887.5	12952.3
Q13885	Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	212934	208859	187589	218406	231569	223761	225420	192984	148652	212036	195058	201312
Q13888;Q6P1K8	Q6P1K8;Q13888	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	13927.5	15161.2	13929.2	13018.2	12833.3	12884.1	14078.5	13824.9	13532.4	13091.2	13985.9	12997.5
Q13889	Q13889	TF2H3_HUMAN	GTF2H3	General transcription factor IIH subunit 3	7640.39	9044.37	8271.88	8139.55	5646.12	6928.74	6111.78	8232.27	6130.68	5563.13	5681.51	5666.69
Q13895	Q13895	BYST_HUMAN	BYSL	Bystin	25298.7	26045.9	26704.4	24729	25767.4	27227.3	25714.5	26907.9	24740	25558.6	27093.6	24699.8
Q13901	Q13901	C1D_HUMAN	C1D	Nuclear nucleic acid-binding protein C1D	14807.4	10867.5	10882	10128	9560.87	9724.58	9986.39	9694.07	9116.47	12653.5	13033.9	10877.1
Q13905	Q13905	RPGF1_HUMAN	RAPGEF1	Rap guanine nucleotide exchange factor 1	5965.93	5448.24	5496.87	4620.84	4902.88	4955.04	5048.02	5426.06	5909.45	4868.67	5916.97	5346.66
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	38835.3	38278.6	35326.9	45730.2	41880.4	37344.2	46794.6	38125	49077.1	52278.7	40588.4	49005
Q13938	Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	18051.7	15159.7	13905	17228.3	17660	15891.3	14177.3	11860.2	12867.8	13314.5	12155.9	10704.1
Q13948	Q13948	CASP_HUMAN	CUX1	Protein CASP	12838.1	9981.4	11943	11168.9	11795.9	10741.1	10217.1	9472.1	10578.4	11383	7064.49	10455.4
Q13950	Q13950;Q13761	RUNX2_HUMAN	RUNX2	Runt-related transcription factor 2	7891.85	9362.39	7587.9	4899.09	7945.56	6681.23	7432.32	7697.68	4918.55	7376.65	9614.75	7260.19
Q13951	Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	28844.8	31159.8	36224.2	38641.4	35071.2	31422.6	30948.3	25865.9	27445.6	30418.1	26316.3	25443.9
Q13952	Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	9509.76	12120.2	11790.4	12948.5	15930.7	11897	14005.3	8272.03	9637.56	14009	10963.7	14641.5
Q13976	Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	4928.4	4302.45	3556.19	3096.13	3777.92	4606.09	2186.83	2210.64	1940.55	2166.34	2975.01	2512.28
Q14004	Q14004	CDK13_HUMAN	CDK13	Cyclin-dependent kinase 13	5865.41	5275.9	4848.68	3640.13	3770.6	5000.2	4133.03	5023.35	4311.01	4355.13	6084.19	4332.45
Q14008	Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	54338.6	62000.9	64170.2	63025.3	61631.8	66524.2	66094.4	66945.5	66749.6	67163.4	63482.1	66870
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	61988	75392.6	79053.9	83071.2	76078.1	72766.6	81527.8	76606.9	75641	77938.4	78996	86599.3
Q14012	Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	12202.8	10411.1	8075.32	9966.64	9825	9842.71	8540.27	7721.51	7816.18	7816.71	10090.7	7567.49
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	452944	542784	699006	692560	687735	582794	612657	553682	539820	661273	323867	614763
Q14031	Q14031	CO4A6_HUMAN	COL4A6	Collagen alpha-6(IV) chain	6878.5	4824.62	5073.32	6603.05	6404.14	5120.32	7902.96	6932.61	5652.35	6370.42	8967.73	8006.94
Q14050	Q14050	CO9A3_HUMAN	COL9A3	Collagen alpha-3(IX) chain	2287.71	2517.79	2646.17	1936.34	2032.97	1238.26		453.744			826.312	
Q14055	Q14055	CO9A2_HUMAN	COL9A2	Collagen alpha-2(IX) chain	3567.76	4004.21	4074.21	1858.6	1796.71	2026.98	773.717	1335.04	1275.84	1097.61	855.182	1070.42
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	31011.7	26034.1	29505.9	41197.5	40432.5	22273.2	39201.5	35760.4	46648.4	37848.5	35662.5	40769.5
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	337515	342775	474048	498411	499501	341149	499469	414524	423206	498424	339655	459947
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	88800.4	85101.6	113134	116748	110648	86637.3	140866	117907	126341	149177	101296	125817
Q14112	Q14112	NID2_HUMAN	NID2	Nidogen-2	12150.8	10007.6	10839.9	8804.17	9116.45	8455.9	7382.79	6379.32	6668.78	6814.55	7657.73	7786.93
Q14114	Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	9013.86	9791.69	5273.08	5410.23	5010.29	7290.64	6703.32	6975.33	9339.04	9405.53	9722.09	9005.02
Q14116	Q14116	IL18_HUMAN	IL18	Interleukin-18	10564.4	7325.59	9669.1	10370.5	8575.02	7309.26	57058	58811.7	59793.1	62193.2	47686.4	50826.5
Q14118	Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	40940.2	41218.6	39211.5	40666.3	38278.1	35301.1	38759.6	33701.3	39744.4	39428.3	32227.6	34625.1
Q14119	Q14119	VEZF1_HUMAN	VEZF1	Vascular endothelial zinc finger 1	3754.29	4219.93	4097.86	5049.77	4585.04	3469.07	4880.65	3196.41	2462.61	4503.43	3030.74	4534.76
Q14123	Q14123	PDE1C_HUMAN	PDE1C	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"	14235.3	15237	15047.7	16075	14580.7	16389.6	23743.1	22920.1	23798.6	23346	26617.6	22891
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	20917.4	23166	23803.9	22361.8	21861.1	20427.7	30323.4	30191.6	29685.5	30070.1	29835.6	31733.2
Q14134	Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29	9175.11			6976.2				2844.24				
Q14135	Q14135	VGLL4_HUMAN	VGLL4	Transcription cofactor vestigial-like protein 4	5167.81	6549.34	9533.5	12590.3	16962.2	7433.98	8854.94	6707.89	9093.86	10081.4	5551.88	9210.4
Q14137	Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	24488.1	26436.7	26411.8	20631.8	22797.4	27367	19341.1	20526.2	19336.9	19554.8	18648.4	19761.7
Q14139	Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	21170.7	25734.8	30173.4	26334.5	24740	25080	25877.6	25671.5	24362.7	26602.8	24568.8	24759.5
Q14141	Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	10642.6	11964.9	8752.52	9843.45	8219.8	10160.9	9445.84	7868.98	8221.06	7652.76	10094.2	8640.83
Q14145	Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	9389.49	9622.47	10829.9	9854.06	10937.8	11157	9052.63	10153.6	10371.5	9978.63	9067.86	9854.74
Q14146	Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	8583.73	10517.5	12920.1	9827.72	11222.7	10991	9793.79	13200.9	13436.6	10628.8	10228.6	10056.6
Q14147	Q14147	DHX34_HUMAN	DHX34	Probable ATP-dependent RNA helicase DHX34	2026.03	1913.24	3244.97	3316.98	2919.52	2643.46	1847.4	2322.69	1157.36	2048.02	2385.8	2411.96
Q14149	Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	5579.8	6508.22	5560.22	5779.52	5571.17	6995.86	5974.88	6879.58	4953.84	5471.45	6142.57	5661.55
Q14151	Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	26691	29159.7	36422.7	34566.7	34162.3	27631.4	30648.3	34961.7	34167.4	32880.2	25729.2	33427.9
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	133995	162077	178730	173540	180272	175853	169148	170941	171023	180394	155296	178101
Q14155	Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	44865.2	56513.4	52623.4	64410.6	61557.1	63922.1	65129.1	64462.5	59955.6	67632.4	55112.3	62230.7
Q14156	Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	11022.6	10925.9	11335.8	10943.5	9949.67	10739.7	9126.42	9395.26	11163.5	10709.8	9590.56	9989.33
Q14157	Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	95345.3	91029.6	123325	139740	137757	98085.6	126563	107132	110672	124043	105590	126368
Q14160	Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	53426.8	57061.2	54152.8	55436.8	55240.6	56379	55136.2	57295.4	60042.9	57180.6	59674.8	57158.7
Q14161	Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	27601	26495.7	24812.8	28187.2	28161.7	27600.2	25022.1	26623.2	23091.9	26177.8	27377.5	26837.3
Q14165	Q14165	MLEC_HUMAN	MLEC	Malectin	138119	132690	140191	134450	117969	119382	126857	128842	132683	105214	105272	115762
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	36944.1	42350.3	44662.4	48734.3	45420.6	44763.6	51091.6	44595.1	39813.7	48779.8	49453.2	52685.7
Q14168	Q14168	MPP2_HUMAN	MPP2	MAGUK p55 subfamily member 2	44375.9	37342.1	34033.5	35597.9	31559.2	35211.9	34163	34641.3	33455.1	28757.7	33515.7	35771.3
Q14181	Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	2431.3	2001.66	2688.57	2302.76	2987	3324.47	2990.95	2856.44	3529.3	2316.35	2418.79	2465.89
Q14185	Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	17749	20982.7	21569.6	19788.1	21107.9	21574.1	21103.9	20747.1	20418.8	19851.8	20875.1	19949.9
Q14186	Q14186	TFDP1_HUMAN	TFDP1	Transcription factor Dp-1	3642.01	4296.51	3422.83	3359.59	3721.31	4147.88	3549.45	3253.54	3588.81		4416.95	3026.93
Q14191	Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	4405.11	3404.49	5626	4691.38	4376.76	3747.13	5561.12	6734.57	7358.21	6536.87	3037.44	7873.93
Q14192	Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	43774.9	45254.9	69690.4	55934.1	48357.2	49115.5	78870.4	47813	66569.2	92791.1	39087.8	57191.1
Q14194	Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	86119.3	85674.4	85600	96270.8	94156.2	95494.4	103670	94497.6	84926.6	96616.1	111176	101073
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	282333	317048	346684	377727	370463	339014	411477	339362	338769	405574	328533	386538
Q14197	Q14197	ICT1_HUMAN	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"	30757.3	37050.3	49549	40647	45328.2	39142	48238	50809.7	56873.3	51937.3	42602.1	49767.9
Q14202	Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	10140.6	10055.1	5936.78	4764.5	5722.29	10776.5	6277.79	7430.58	6037.47	8150.97	9468.39	7608.42
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	72471.3	76159.3	78149.8	79658	77196.4	82704	77780	74003.7	70514.5	77564.1	74991.7	78271.3
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	242751	295693	289118	281749	295018	322123	308482	293246	272211	308851	294069	302579
Q14206	Q14206	RCAN2_HUMAN	RCAN2	Calcipressin-2	8886.72	7347.24	5867.98	6200.58	4964.51	7610.07					7959.37	2683.27
Q14210	Q14210	LY6D_HUMAN	LY6D	Lymphocyte antigen 6D	15555.2							5525.09				
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	34747.6	40369	35521.6	36427.2	37591.4	38444.2	37378.1	36539.2	34404	38847.5	36927.3	33379.9
Q14240	Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	56542.3	65596.5	62055.1	56996.2	51266.5	57947.7	52505.9	53523.4	48249.9	52473	61861.8	54691.2
Q14241	Q14241	ELOA1_HUMAN	ELOA	Elongin-A	10319.4	10206	9193.36	9058.91	8704.64	9858.06	8846.4	9224.38	7508.66	8923.18	10422	9428.37
Q14244	Q14244	MAP7_HUMAN	MAP7	Ensconsin	3781.04	3310.87	3995.66	3783.22	3661.22	3237.66	4607.02	5145.62	4782.75	4509.38	3339.68	4397.85
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	228428	247663	257437	285469	285507	249245	284057	248476	262012	280577	236482	265875
Q14249	Q14249	NUCG_HUMAN	ENDOG	"Endonuclease G, mitochondrial"	59057.3	56814.2	61466.1	63233.4	58492.2	55285.1	47966.9	53857.8	48199.9	41744.7	46136.4	47696.9
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	59133.6	66070	65882.7	58023.2	63245.4	67295	59646.9	68993	65004.9	58538.7	57918.9	61077.2
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	104821	98709.3	100603	107764	110823	91537.1	136738	121231	126375	126217	127044	140151
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	65630.4	78990.6	73116.8	72866.6	77560.6	77905.8	50277.3	52496.1	50328.4	50205.6	54194	61095.6
Q14296	Q14296	FASTK_HUMAN	FASTK	Fas-activated serine/threonine kinase	3647.99	5294.87	6275.67	5587.35	3789.88	5417.95	4457.21	5507.6	5326.34	4862.72	6487.66	5556.44
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	679597	730700	672319	661688	665880	734854	634815	601520	560226	636850	669566	656921
Q14318	Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	49486.2	55578.6	59422.2	52354.2	49678.6	57155.8	57655.6	61927.2	59361	62003.4	56825.1	58221.3
Q14320	Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	25324.2	23438.3	27614.9	30866.3	29338.5	21878	30820	30794.7	31703.6	25895.7	27911.1	30481.6
Q14331	Q14331	FRG1_HUMAN	FRG1	Protein FRG1	8660.63	5678.66	7673.98	6242.76	6864.12	7178.72	6727.3	7459.35	7037.76	7213.49	6819.53	7258.72
Q14332	Q14332	FZD2_HUMAN	FZD2	Frizzled-2	19071.8	21757.9	29653	25381.9	28496.5	29511.1	35876	28972.6	30192.5	40925.8	25895.4	32994.4
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	104254	116781	114285	107084	95451.5	116596	111823	120663	111892	109226	111101	114123
Q14353	Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	12231.1	17178.1	35748.3	42864.5	41907.9	19790.3	44077.7	29165.4	32361.7	35940.5	21932.4	45435.3
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	20380.6	22373.1	19908.2	23611.8	22662.8	21864.3	26007.2	22199.3	22076	25700.7	24331	24569.1
Q14392	Q14392	LRC32_HUMAN	LRRC32	Transforming growth factor beta activator LRRC32	1348.21	1522.6	1847.55	1208.66	1103.4	975.525	1445.91			1071.45	1497.16	1487.7
Q14393	Q14393	GAS6_HUMAN	GAS6	Growth arrest-specific protein 6	10411.3	11676.2	11834.9	11464.9	10712.2	10388.6	8550.98	8679.75	9566.26	8792.59	9593.34	9392.82
Q14432	Q14432	PDE3A_HUMAN	PDE3A	"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"	4924.7	4539.76	4173.88	4649.14	4657.04	5697.94		3010.68			3415.53	
Q14435	Q14435	GALT3_HUMAN	GALNT3	Polypeptide N-acetylgalactosaminyltransferase 3	4924.82	6787.01	2704.77			5205.31		3027.4	1197.74		4457.58	3700.11
Q14439	Q14439	GP176_HUMAN	GPR176	G-protein coupled receptor 176	13788.3	12471.6	10139.8	7391.14	9249.79	10709	6819.69	7111.05	6548.62	6894.4	11263.2	7612.85
Q14444	Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	121833	116335	154412	162925	165989	126141	184347	140695	159096	197148	132354	180373
Q14449	Q14449	GRB14_HUMAN	GRB14	Growth factor receptor-bound protein 14	1849.84	1962.27	2035.02	2087.68	1741.99	2299.42	3062.18	2011.5	2588.5	2358.74	2628.61	2994.9
Q14457	Q14457	BECN1_HUMAN	BECN1	Beclin-1	10742.3	12049	11024	14169	12344.2	13408.5	14098.8	11518.8	12793.5	14070.3	15896.4	14314.9
Q14498	Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	61683.2	69953.2	82420.9	79748	80734.1	78602.3	71145.5	82960	74538	78248.1	68808.4	74851.2
Q14511	Q14511	CASL_HUMAN	NEDD9	Enhancer of filamentation 1	6967.67	6453.01	4371.11	4704.02	4138.47	5183.94	7532.12	7012.77	6064.89	9744.05	10200.4	8934.4
Q14517	Q14517	FAT1_HUMAN	FAT1	Protocadherin Fat 1	32441.3	33696.2	31526.4	29810.1	28991.7	32031.9	45294.1	48889.3	46144.1	47743.1	48290.3	45997.5
Q14520	Q14520	HABP2_HUMAN	HABP2	Hyaluronan-binding protein 2		6407.15	11285.9	8483.72	7065.31	8094.19	10250.3	8918.88	8636.85	10162.8	7382.55	7085.29
Q14526	Q14526	HIC1_HUMAN	HIC1	Hypermethylated in cancer 1 protein	9348.1	7196.39	7592.23	8493.99	7657.47	8429.3	5291.86	5588.71	6116.89	6436.86	4996.09	
Q14527	Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	6485.42	7497.51	7076.4	7664.78	7288.43	7617.04	8749.38	7617.6	6253.59	8504.4	7276.82	9013.73
Q14534	Q14534	ERG1_HUMAN	SQLE	Squalene monooxygenase	17260.7	19041	18457.3	15698.5	18876.1	20246.6	17991.3	21355.6	15712.7	17358.6	22412.2	20434.6
Q14542	Q14542	S29A2_HUMAN	SLC29A2	Equilibrative nucleoside transporter 2	1227.08	2664.12	1998.06	2073.02	2263.27	1960.67	2667.59	2660.59	2562.48	2342.09	2758.15	2443.43
Q14554	Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	25340.7	25807.4	25455.9	23130.9	24466.3	25799.4	24984.6	27297.9	26025.6	24393.2	25966.8	25109.5
Q14558	Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	10904.5	13282.9	13364.2	13661.3	13012.3	15132.3	15317.5	11803.3	12116.8	14819.9	16669.9	15363.3
Q14562	Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	5575.97	5492.59	5304.53	4577.53	4848.2	5072.36	4847.14	5301.76	4977.67	4725.9	6591.26	4903.72
