Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-111_4034.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-112_4035.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-113_4037.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-114_4038.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-115_4040.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-116_4041.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-117_4043.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-118_4044.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-123_4046.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-124_4047.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-125_4049.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-126_4050.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-128_4052.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-129_4053.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-130_4055.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-131_4056.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q92618	Q92618	ZN516_HUMAN	ZNF516	Zinc finger protein 516																																																202.663	231.337	195.625	249.432	301.751
Q92620	Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16				1137.28			2650.77			1536.48	1286.55												2577.59					1815.1													388.932							876.861	1286.6	800.257	784.437	825.601
Q92621	Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205				1422.59	4212.18		3039.16	1049.87		6203.84	2098.37	2181.55	1231.37			3188.38				4726.31		4370.18	1418.5	10840.4	1545.51	2165.79	2386.67	6108.66	1981.45	5182.85		3035.55		3785.5		2768.48			2198.99	7232.65	1604.26	7510.23	1920.81	3019.82		1798.67	3009.23	1548.16	2829.44	1518.92	2045.11	1825.19
Q92625	Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A																																																905.719	1297.81	1377.25	1071.5	1251.08
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog				3983.26		5431.64				8939.19	2232.4	1572.19	2536.39			1629.46			11804.4		1773.4				1582.99		728.514						54568.3						1725.6	1636.89							2201.03	4521.91	6007.3	3647.55	3744.01	3828.84
Q92643	Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase																																													9676.36			549.316	1141.17	791.191	861.285	890.921
Q92665	Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial				2984.6			8272.28					4855.6				4373.04			3396.4	3380.83			2161.53	2569.89	2461.84	6001.2	1633.64			4320.1		4263.77			501.186			4852.47	11018.2		4984.73	4009.55	3504.32		2369.74	7174.89	2508.98	1533.05	1781.14	1721.6	1577.44	1979.16
Q92667	Q92667	AKAP1_HUMAN	AKAP1	A-kinase anchor protein 1, mitochondrial				1232.38							1308.75																																					361.136	517.245	465.513	518.204	506.277
Q92673	Q92673	SORL_HUMAN	SORL1	Sortilin-related receptor																																					4475.88											831.811	1533.24	1248.17	1245.23	1345.38
Q92685	Q92685	ALG3_HUMAN	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase																																															1533.37	153.452	273.54	300.138	316.039	218.973
Q92688	Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B				2228.25	3767.8		2892.09	5142.14		3584.39	3729.67	4088.77	5060.66			4954.08			3712.13			4459.11	2501.19	3219.24	3527.1		1982.97	2618.57	6633.57	2434.69	11615.7				4332.49	3188.96			1193.95	3254.65	2491.3		1983.29	1511.32		1364.25	2306.71	5360.3	3485.34	4477.06	4202.71	4061.76
Q92692	Q92692	NECT2_HUMAN	NECTIN2	Nectin-2																																																4449.61	3083.81	3488.61	4262.93	3274.36
Q92696	Q92696	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha				2930.76			2258	1834.23	4281.01	1655.16		861.06	3034.21			3008.77		2538.14				3184.32		1641.74					2246.72	3656.66		3904.05	5164.49				3013.87						4635.86	3247.96			4467.91	1803.62	2412.75	1908.9	1663.24	1907.51
Q92733	Q92733	PRCC_HUMAN	PRCC	Proline-rich protein PRCC											1360.68	3762.04											2212.11																									1020.26	1109.34	885.743	897.98	893.448
Q92734	Q92734	TFG_HUMAN	TFG	Protein TFG	5040.37	9115.97		11556.2	7146.18	3968.25	6866.66	5850.49	5260.28	7486.69		6279.02	4665.13	2761.07		8416.08		4358.86	9765.82			5681.47	8674.85	9589.37			10489.1	5203.96	10319.1	11265.6	2441.67			5961.41	5090.64			10349.3	10071.7	7668.85	9212.06		10444.3	5534.72	6732.36	8245.19	14396.9	13463.8	11613.8	9352.18	9183.66	10396.4
Q92738	Q92738	US6NL_HUMAN	USP6NL	USP6 N-terminal-like protein																																							1302.45									1242.83	1453.52	1775.03	1823.29	1504.92
Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1		2497.32														2214.21																				31773.7	3329.74	3506.63									15454.7	13843.9	19007.4	13496.2	13880.7	14090
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	6968.79	11128.5	13080.1	14244.5	8954.33	10316.9	14529.1	7314.71	10333.3	9755.19	4916.32	7364.94	10879.1	3647.6	4977.7	8581.99	10628.8	8995.1	8818.18	8063.92	11251.6	12010.4	6611.84	9206.78	11944.8	7181.98	7363	10421.3	8477.83	5632.93		9797.81	11390.6	4136.6	4104		12624.7	16215.6	7031.81	8417.62	9842.55	6254.35	11139.8	8529.99	9712.01	8568.75	9889.02	8811.58	7512.63	8416.22	8014.33	8031.35
Q92759	Q92759	TF2H4_HUMAN	GTF2H4	General transcription factor IIH subunit 4												1768.01	4126.8																2578.93																			359.605	816.615	514.757	556.463	450.756
Q92769	Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2		1607.26		6400.61	12125.2		3343.11	7420.73		7750.47	10105.4	9603.62	7214.81			11493.4			10009	4809.53		16865.2	9633.02	4055.84	5331.53	7677.27	6691.72	5267.19	12557.7	8696.75	13420.7	5579.32	11294	7529.59	9967.22	5325.52	3396.69	6092.62	3889.25	6446.87	6396.38	10736.2	8729.39	8834.27	4353.55	7965.09	8440.25	8768.61	13289.2	12192.5	11364.4	13796
Q92783	Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1				1303.87			2138.43	2265.39		4179.98		1687.68	1441.91			1713.42						945.882		2850.14			1742.09		872.797			2005.01							2231.94	3789.05	1558.25		3920.16	3046.8	3515.24	2142.77	4453.11	1795.33	1914.76	2040.77	1603.08	2421.59
Q92784	Q92784	DPF3_HUMAN	DPF3	Zinc finger protein DPF3																																																496.192	568.997	367.855	286.847	351.162
Q92785	Q92785	REQU_HUMAN	DPF2	Zinc finger protein ubi-d4				331.389								1876.29				1120.83			1081.96																													752.181	941.544	1280.59	1164.38	1335.18
Q92791	Q92791	SC65_HUMAN	P3H4	Endoplasmic reticulum protein SC65				2925.95						3266.89	2255.23	3330.39	2468.64			818.845						2483.58	2018.52		1949.33												1042.51	1419.64			2307.42	1739.99	1213.85	1618.64		2955.56	2871.68	5393.78	5965.57	5637.35	4818.58	6278.05
Q92793	Q92793	CBP_HUMAN	CREBBP	CREB-binding protein																																																542.622	831.174	633.483	575.141	780.346
Q92796	Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3																																																2124.79	3510.86	2695.71	2577.25	3061.98
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin				3936.94						6936.21						4981.85														678.945				918.641					7112.81		8193.51				1311.94	9428.38		735.344	965.345	808.753	875.271	863.089
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N				1933.6			1021.86			1773.92						2784.58				2738.7				1516.19			1899.66		9254.77						5903.49	2180.37		2432.9			3319.02		8318.17		3360.14	5982.09		1016.21	1454.03	1226.11	884.543	1354.16
Q92805	Q92805	GOGA1_HUMAN	GOLGA1	Golgin subfamily A member 1																																									15112.3		2615.84					897.23	766.25	973.951	696.322	1038.98
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	5891.74	5892.98	9410.11	2124.12	5777.98	7755.41	3675.26	4824.1	5004.09	4799.86	4509.46	3412.88	4582.4	6208.74	9225.82	4114.07	8705.99	3514.09	6213.66	4616.17	5362.52	4169.39	8539.39	3890.78	6841.18	6467.55	4115.23	5470.72	3770.82	4771.46	17257.9	5080.42	11633.9	5176.23	5173.22	10569.7	4867.29	8453.89	5508.98	6389.25	2249.67	6912.26	4344.29	10584.5	3560.11	4057.75	10938.6	8254.37	4984.49	7485.89	8451.54	7559.45
Q92823	Q92823	NRCAM_HUMAN	NRCAM	Neuronal cell adhesion molecule		15797.9	31995.5				11809.4						20752.1						25626.2									29171.6	47445.4					30519.5	28218.3	23094.5			16169.3							16083.1	9937.48	9699.72	11104.9	12199	10281.6	12065.7
Q92831	Q92831;Q92830	KAT2B_HUMAN	KAT2B	Histone acetyltransferase KAT2B																																																228.359	553.806	402.738	377.104	405.825
Q92835	Q92835	SHIP1_HUMAN	INPP5D	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1		3673.48		5511.18						2239.28	6494.58	4441.34	1661			2116.1						3702.75					9291.65			3162.52		8181.53					10215.2	1156.9	7165.86		7093.42	5273.65	3788.19		14668.6	5367.02		9590.7	9333.5	11096.6	10655	11804.3
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	4547.23	14622.8	2371.76	11144.2	21986.2		11806.4	12962.3	8140.11	15316.9	4544.08	14752.2	14372.5			22157.3		8168.88	19956.7	9667.79	4425.55	15157.8	20523.2	20822.3	3191.12	5700.87	16356.5	13426	23821.8	19419.2	5311.05	15238.1	5911.23	8813	11389.5	2101.84	15405.6	16813.6	18243.5	16751.2	9850.04	5585.57	20159.7	15331.5	10513.3	26817	23376.1	8824.46	10789.6	9229.2	12324.3	8803.17
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17		2646.6	3868.16	10834.1	10029.8		10097.4	10707.2	6565.06	12803.6	12291	12396	12727.7	6079.89		13381.6	11922.1	3419.78	10695.3	13554.4	3808.41	10878.4	12148.8	9220.02	14124.8	3740.09	11359.4	10984.3	11102.2	11642.2	4099.92	11987.3	9822.18	5832.01	9714.63	5120.3	3077.3	10346	8485.08	12315.4	12846.2	1947.85	11904.6	11491.2	9856.32	16262.2	12824.6	14483.3	15278.9	14328	14734.9	14941.2
Q92843	Q92843	B2CL2_HUMAN	BCL2L2	Bcl-2-like protein 2																																										1675.12						570.554	805.424	792.92	424.711	906.439
Q92844	Q92844	TANK_HUMAN	TANK	TRAF family member-associated NF-kappa-B activator																																																1429.01	1623.63	1627.5	1275.37	1528.34
Q92845	Q92845	KIFA3_HUMAN	KIFAP3	Kinesin-associated protein 3																1002.56											1641.3																					601.915	1223.86	868.159	794.555	1045.58
Q92859	Q92859	NEO1_HUMAN	NEO1	Neogenin																																																898.166	1077.6	769.457	567.305	800.144
Q92870	Q92870	APBB2_HUMAN	APBB2	Amyloid beta precursor protein binding family B member 2																																																721.802	922.701	613.68	653.158	760.389
Q92871	Q92871	PMM1_HUMAN	PMM1	Phosphomannomutase 1							14273.5																																									1242.02	1592.15	1775.72	1137.87	1533.1
Q92878	Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50				1643.35			1628.94	4066.34		1445.99	7950.78	3150.01	3541.95			1289.85			4627.3	1901.45		1462.94	4302.16	1174.03	7156.55	5939.7	1493.49	7494.75	3467.64			3208.53			4215.39				2506.48	2672.14	5219.49	3850.82						1443.45	1567.56	1508.12	1510.79	1584.14
Q92879	Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1				3433.21				4039.59		4071.79		3489.32	1817.54			5416.24			5682.82			3627.73	2647.57			3809.82	5296.91			5030.26		7788.45				1258.55		12868.4		2948.66	10487.3			2496.69	4926.32	5299.34		4418.66	4525.73	4535.47	4137.57	4270.56
Q92882	Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1		2319.04		1621.72			1650.65	2706.59								2181.16		1310.79				3562.46	2477.12				1374.9												2737.94						1297.88	2362.8		3119.5	1126.44	1273.57	1596.24	1083
Q92888	Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1				1495.15	1524.71		1172.46		1172.5	1390.56		1498.58	2445.69			1358.42			7580.35			2763.85		1927.82					2389.16	2641.51		2279.46					11680.1		486.205	6996.29			3706.39	5935.44		3452.89		1518.09	1832.97	1552.27	1412.48	1609.3
Q92889	Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF																																																284.037	558.502	330.604	320.142	258.989
Q92890	Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1				1896.54		5873.85	1793.36	1100.11		2195.73	948.81	1140.83	10743.7			7971		4888.96	7265.57									1562.03		16031.2		4360.25	14962.4					2378.63			1412.12		27153.7	15262.8	5849.84	2735.49	4083.56	4703.79	4951.52	6107.63	4686.73	5339.56
Q92896	Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	1888.02			3220.15	3239.66			4387.01		3865.2	4908.59	2597.4												1823.1		3954.58	3221.47			5538.22		1722.46							3965.38		2025.39	3755.43	4228.4		4533.91	6603.19	5446.89	3109.14	2780.83	3494.23	3321.61	4403.91
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	3972.57	4267.23		5142.45	6176.08		3869.97	4551.1	6265.68	3479.56	3553.41	4642.21	4404.94			6251.57		3758.44	5659.52	4895.42	4744.58	4597.02	7427.76	4504.63			3747.99	5266.04	3150.13	1918.9		5066.82			2582.07	1093.88	2359.17	3157.31	3160.82	4272.64	3675.74		5680.55	3422.02	3497.05	4340.88	5172.08	3271.95	4753.91	3550.65	3608.5	3386.52
Q92905	Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5		3399.19		2681.53	4992.37		1777.25	2549.14		7633.36		2682.3	3318.17			2217.51			3658.99			1332.64		2036.05				8489.72	2454.26	5723.27		1923.88					2992.14		1858.56	6100.22	4337.37		8173.44		1904.59	3043.17		3111.59	3088.13	3759.36	2668.67	3799.57
Q92917	Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein					4676.03							2809.51	1181.33			2475.34						1591.57		1260.99			1927.44																				1568.37	1168.44	1113.7	1177.33	1109.91	1240.52
Q92922	Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1							1879.17				4833.44					1426.25			4671.89				3656.29				2671.12			8426.62									2615.16		2642.62							2462.11	3845.85	3190.77	3288.44	3788.74
Q92925	Q92925	SMRD2_HUMAN	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2																																									2271.64							844.362	1000.33	750.09	830.677	837.014
Q92930	Q92930	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B		2022.56			1067.24		4750.91	5920.88		1923.63		7105.98	1838.11			937.691		1030.75		858.613	1828.72	2437.43		1469.52			1119.27										1079.86		1446.9		3094.92					1726.16	5486.12	1499.83	2040.55	2388.17	2404.71	2487.08
Q92934	Q92934	BAD_HUMAN	BAD	Bcl2-associated agonist of cell death				945.793			2681.05																				789.939			4536.28		1183.57												2586.33				3229.47	1750.33	3224.42	2762.08	3325.15
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2		2175.7	4072.89	10158.7	14826.1		8872.87	11364.6		11584.9	10660.1	10883.2	9914.57			11306.1		1890.14	13423.4	13180.7	1855.62	15928.6	11999.9	11325.2	13685.6	3020.08	13243.6	12437.1	11204.2	12778.4	8394.83	11563.5	2739.12	11374.9	13289.4	5241.39	4519.75	13883.8	11997.6	15983.2	14774.6	4092.64	14905.2	13340.3	13816.6	12684.8	12553.3	15355.1	14420.2	18097.9	13107.5	19500.5
Q92947	Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	3426.69			1041.22	2957.81		3427.21	3540.25		2587.09	3075.02	1775.98	1366.78			2569.15		5737.74		9306.42		4366.27	2063.67		5229.34	3326.31	906.701	6124.82						2365.39	2653.8	3729.95	3047.7	3046.98	4195.94	2511.81	4587.87			3180.31		1433.9	8816.14	5070.24	3941.18	5351.36	5958.69	5555.58
Q92968	Q92968	PEX13_HUMAN	PEX13	Peroxisomal membrane protein PEX13																																																803.458	1377.97	1024.12	1153.37	1094.69
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1		3898.48	8792.22	3780.83	6964.74		5487.43	3441.36	2816.81	5763.12	2551.71	4699.65	3390.44		3937.9	5626.47		2640.8	7673.07	2517.3	4659.82	4439.38	6724.95	7121.49	2031.9		3485.17	4037.73	3887.04	7275.12		3460.41			3216.95	2376.26	4409.6	5127.01	5063.23	5564.24	6057.19	2850.72	5582.71	5092.45	4930.38	4516.57	9657.65	4095.52	5455.05	4010.92	3736.84	4123.31
Q92974	Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2				1289.66	1194.35		2587.62	4811.75		2114.5	3092.96	3181.33	4643.92			2002.7			5711.81	5530.93	4219.98	1864.45	2400.36	6388.44			4798.9	3435.18	3820.11	5231.9		3242.24			5604.52		5892.49	9505.78	3420.62	2842.84	3844.06		2208.98	4903.13	1943.99	5258.35	3069.17	1616.32	1836.67	1936.81	2011.6	1892.93
Q92979	Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1				4576.98	3712.34		2081.21			1763.41	3441.67	2056.19							6027.39	3708.99		2426.43		692.288		2231.61	4393.48							3267.38				1709.14	1159.22	1735.51			1232.63			2005.18		1305.23	1660.22	1386.7	1762.49	1404.4
Q92990	Q92990	GLMN_HUMAN	GLMN	Glomulin																																												1975.77				794.528	832.284	937.517	732.448	1092.7
Q92995	Q92995	UBP13_HUMAN	USP13	Ubiquitin carboxyl-terminal hydrolase 13																																																670.377	854.679	676.873	597.849	666.573
Q92997	O14640;Q92997;P54792	DVL3_HUMAN	DVL3	Segment polarity protein dishevelled homolog DVL-3				4025.07			2219.26			2836.51																						2079.94								6872.74								1090.33	947.672	809.122	687.479	687.928
Q93008	Q93008;O00507	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X		2524.74		4240.59			7096.17			4544.89	58905.9	10241.5	8157.2			27516.8			4738.78		31722.1	4490.38	49965.6	2310.89	20506.2		4107.45			9950.15	101267						9609.1	20918.1	10765.9		1701.62			6475.46	3947.31	13896	9602.34	4138.95	6878.55	5789.13	5332.99	5811.75
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7				3364.16	5042.37					3782.06	4994.82	3354.29	4390			2571.15			3985.57		4723.82	2106.43	5522.43	2308.31	4863.82		3727.78	4284.27	4376.13	3962.86		3812.41				2008.23		3730.02	4614.28	3138.86	2960.47	2558.92	6633.42	5414.96	3957.25	3433.1		3182.67	3758.25	3581.48	2806.36	3927.62
Q93034	Q93034	CUL5_HUMAN	CUL5	Cullin-5				3254			3088.6			1719.51		4803.66	1300.11			1952.54			1666.36				2771.65	4497.19			1225.93		5805.96	1897.58							5061.31	2091.68	2027.93	938.352	1108.05				1713.67		3115.48	1724.96	1618.5	1718.05	1804.52	1608.43
Q93050	Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a 1	5956.69	2156.71	3666.67	4382.07			3582.23	2002.6		2332.19	2744.8	2895.52	4351.25		5089.12	2258.45		2502.73	2977.48			3613.65		4135.04	2141.67	3529.06	2634.13	5646.73	5280	4617.91		1393.79	6781.06	2695.63	5139.4			3948.98	3704.92	4331.95	2828.26	3636.13	5878.68	3418.5		2156.07	6303.7	5831.93	10799.3	9085.78	9773.32	10400.5
Q93052	Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner		4014		2877.01	1420.16		4448.13	3150.27		4030.45		3297.2	1908.59			2256.67		2488.33	2806.91			3441.43	3675.93	3216.68			3516.08	3249.53	13131.7	2402.41		4088.21			5077.48		5814.46	7786.83	5732.39	4487.05	2665.93		3338.48	4449.91	4906.09	10012.4	1042.19	6291.65	6624.56	8757.59	7019.38	8951.99
Q93062	Q93062	RBPMS_HUMAN	RBPMS	RNA-binding protein with multiple splicing				12521.6							16539.9	2701.23				577.335						7487.76		11375.6			10947.2														1227.63					1349.38	1995.81	823.44	1145.45	1032.6	854.528	1414.32
Q93063	Q93063	EXT2_HUMAN	EXT2	Exostosin-2																							1497.87																									801.199	1188.36	932.831	912.995	916.471
Q93074	Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12																																															8819.77	321.969	616.454	368.917	410.336	444.289
Q93096	Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1								1382.73				1466.3																																				1853.74	1336.87	1613.94	1630.68	1861.94
Q93099	Q93099	HGD_HUMAN	HGD	Homogentisate 1,2-dioxygenase																																																649.191	1198.66	419.584		
