Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-13_13150.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-14_13151.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-15_13152.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-16_13153.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-17_13154.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-18_13155.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-2-2024_Slot2-19_13156.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-20_13157.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-21_13158.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-02_13141.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-03_13142.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot2-01_13140.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-04_13143.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-05_13144.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-06_13145.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-07_13146.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-08_13147.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-09_13148.d
Q8N782	P17035;Q6ZN06;Q05481;Q5VIY5;A2RRD8;Q96NL3;Q86XN6;Q7L2R6;Q9P0L1;Q8N782;A6NHJ4;Q8N4W9;Q96N58;Q0VGE8;Q96IR2;Q9Y5A6;P0CJ79;Q8NCK3;Q9UJW7;Q9NV72;Q9H963;Q8NB50	ZN525_HUMAN	ZNF525	Zinc finger protein 525			1032.47	2292.94			2486.18			3007.86	2106.55	1784.57	1433.99	1651.88	2696.72	2270.23	1992.38	2246.49
Q8N7H5	Q8N7H5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	11103	10600	10103.1	11572.9	13254.2	10782.6	13515.3	10954.3	11472.4	15889.8	14620.6	15895.2	12818.6	15206.2	14721.9	14654.9	14615.8	14975.9
Q8N7R7	Q8N7R7	CCYL1_HUMAN	CCNYL1	Cyclin-Y-like protein 1	9693.36	9043.01	9594.72	12046.4	9645.68	12298.4	9401.78	13778	10077.3	7521.6	8189.66	8990.1	6858.38	6935.55	6235.06	4651.56	6049.47	6980.87
Q8N806	Q8N806	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7			5800.96	4031.23	4577.33	4767.62	12047.3	21077.8	17707.1	11991.1	15266.8	7464.58	10711.1	13403.9	13180	16433.4	15980.4	17676.8
Q8N884	Q8N884	CGAS_HUMAN	CGAS	Cyclic GMP-AMP synthase	7707.27						2447.65			5980.63	7359.44		6853.35	8683.75	7714.59	7263.5	7761.36	6988.51
Q8N8A2	Q8N8A2	ANR44_HUMAN	ANKRD44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	3064.95	3352.17	3373.59	3840.01	3454.68	3347.44	2028.95		2743.27		656.738	2262.96	1465.08	1425.84		3564.46	2722.73	2486.06
Q8N8A6	Q8N8A6	DDX51_HUMAN	DDX51	ATP-dependent RNA helicase DDX51	8874.48	9030.78	8505.68	9154.72	10274.6	8913.09	10311.1	11357.8	10106.4	9209.26	7584.57	9153.43	7831.36	8489.78	7310.89	10924.6	8938.76	10697.6
Q8N8D1	Q8N8D1	PDCD7_HUMAN	PDCD7	Programmed cell death protein 7	8530.33	11888.4	10680.7	5106.77	6742.96		12865.3			5969.06	4219.33	6761.46	3817.57	5034.66	3755.45	5584.62	5689.62	4824.04
Q8N8E3	Q8N8E3	CE112_HUMAN	CEP112	Centrosomal protein of 112 kDa	2312.3	2618.41	1969.4	3191.15	2698.77	3079.21	3863.28			7236.83	5352.7	2900.13			6932.53		4959.69	2823.94
Q8N8J7	Q8N8J7	F241A_HUMAN	FAM241A	Uncharacterized protein FAM241A	2290.92	3722.52	2894.95	4538.74	3561.25	5287.76	6748.19	4062.57	8482.85		5550.55	4249.64	6221.12	5403.89	6552.81	6759.02	6963.85	5575.47
Q8N8L6	Q8N8L6	ARL10_HUMAN	ARL10	ADP-ribosylation factor-like protein 10	8990.94	6412.41	8005.42	9797.69	9242.31	8367.45	11434.1					8359.87						
Q8N8N7	Q8N8N7	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	9677.98	9097.66	9215.24	8833.02	9005.99	9789.94	10963.3	9427.48	10680.5		3915.95	6277.21	4014.27	6640.24	4536.73	3411.62		3879.51
Q8N8Q8	Q8N8Q8	COX18_HUMAN	COX18	Cytochrome c oxidase assembly protein COX18, mitochondrial	4114.33	4678.31	4256.95	4372.02	3911.44	4833.69	2990.1	3269.47	2625.11	6356.27	5566.58	4247.49	3867.89	5182.13	5285.17	4967.99	5304.38	4360.18
Q8N8Q9	Q8N8Q9	NIPA2_HUMAN	NIPA2	Magnesium transporter NIPA2	1499.71	1262.45	592.837	852.399	1240.73	1368.21						1188.07					832.112	
Q8N8R3	Q8N8R3	MCATL_HUMAN	SLC25A29	Mitochondrial basic amino acids transporter	10319.9	10399.2	8273.53	11032.4	11846.2	9857.2	8311.68	12637	12425.8		6955.91	14896		7194.45	7950.68	7393.97	6983.62	8794
Q8N8R5	Q8N8R5	CB069_HUMAN	C2orf69	Mitochondrial protein C2orf69	2177.39	4598.62	3912.91	2836.29	4262.6	2895.3	2592.79	3825.65	3192.34	3627.57	2148.15	2023.02		2348.26		2524.53	1972.58	2064.55
Q8N8R7	Q8N8R7	AL14E_HUMAN	ARL14EP	ARL14 effector protein	4371.43	2684.79	4031.84	3160.19	2962.28	3357.46	3715.58			2155.85	2147.09	4026.46	1595.63	1592.69	2451.85	2813.31	3643.52	2288.12
Q8N8S7	Q8N8S7	ENAH_HUMAN	ENAH	Protein enabled homolog	56408	58093.4	54595.5	53941.4	56171	59160.6	80055.5	68846.3	65362.8			29603.7						
Q8N8Y2	Q8N8Y2	VA0D2_HUMAN	ATP6V0D2	V-type proton ATPase subunit d 2		6240.01	2468.27		2345.56	472.119	648.558					778.951						
Q8N8Z6	Q8N8Z6	DCBD1_HUMAN	DCBLD1	Discoidin, CUB and LCCL domain-containing protein 1	2690.14	3317.03	2321.46	2848		1949.59	794.678					2581.41	1345.05					
Q8N954	Q8N954	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11							4770.4	7357.57	6145.49	7689.03	7434.62	1862.05	7272.55	5980.64	7819.84	7029.84	8148.14	8711.98
Q8N961	Q8N961	ABTB2_HUMAN	ABTB2	Ankyrin repeat and BTB/POZ domain-containing protein 2	5262.5	4014.93	4167.1	6551.49	6083.73	5846.44	6220.52	5749.71	7383.93			2130.43	3987.43	5601.72				
Q8N983	Q8N983	RM43_HUMAN	MRPL43	39S ribosomal protein L43, mitochondrial	25563.4	19923.6	27596.8	26875.3	23896.5	22620.2	28687.1	31301.7	33145.3	23110.8	26032.1	28942.1	20359.9	22192.9	17872.7	24059.9	25539	28622.2
Q8N999	Q8N999	CL029_HUMAN	C12orf29	Uncharacterized protein C12orf29	26146.9	26268.1	28583.3	25326.2	11083.3	41588.3	20249.4	25395.2	21538.3	2569.02	3242.9	23004.1	2417.37	2225.21	2929.31	3133.72	2548.41	2526.32
Q8N9A8	Q8N9A8	NEPR1_HUMAN	CNEP1R1	Nuclear envelope phosphatase-regulatory subunit 1								5134.01		4035.32	3680.69		3991.12	3811.41	4198.67	3977.91	2630.46	3167.06
Q8N9B5	Q8N9B5	JMY_HUMAN	JMY	Junction-mediating and -regulatory protein	3177.22	3545.17	2627.26	2724.45	3718.95	3281.58	1763.78				1058.59	2656.23	1742.18	1730.31	1336.57	1432.98	1539.4	1818.17
Q8N9F7	Q8N9F7	GDPD1_HUMAN	GDPD1	Lysophospholipase D GDPD1	3195.22	4935.4	3281.88	2700.94	2609.46	3537.93	6167.71		3739.52	4331.38	3812.37	1927.9	4161.3	5456.8	5989.18	3769.64	3173.27	3246.73
Q8N9I9	Q8N9I9	DTX3_HUMAN	DTX3	Probable E3 ubiquitin-protein ligase DTX3	8025.32	6857.41	5056.8	5852.11	6117.83	6003.66	5495.9	5942.11	4420.67			4933.77						
Q8N9M1	Q8N9M1	CS047_HUMAN	C19orf47	Uncharacterized protein C19orf47	2625.28	3222.58	2002.81	2485.59	1887.11	2721.66	4184.75	3853.33	5393.85	3228.25	2445.8	3953.18	1917.6	1731.98	2065.52	2798.77	2807.95	2421.86
Q8N9N2	Q8N9N2	ASCC1_HUMAN	ASCC1	Activating signal cointegrator 1 complex subunit 1	14528	13602	14774.2	16682	17056.3	16559.3	11561	12311.5	13674.4	9763.62	12178.1	13650.3	6260.65	12394.7	11089.4	8932.28	8803.26	10466.8
Q8N9N5	Q8N9N5	BANP_HUMAN	BANP	Protein BANP	3867.22	4131.93	3669.58	4378.13	3480.93	3442.24	2289.2	2732.18	2194.94	5960.37	5339.51	5847.83	4185.83	5275.14	5503.53	5905.01	5543.52	5808.5
Q8N9N7	Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	14984.8	13211.8	14101.3	13813.3	12857.9	13152.5	12797.7	15249.7	12981.6	20289.8	21638.9	14106.5	21511.5	18595.6	19987.6	16888.5	16808.2	15821
Q8N9N8	Q8N9N8	EIF1A_HUMAN	EIF1AD	Probable RNA-binding protein EIF1AD	3415.8	3043.33	2943.1	2817.99	2509.02	2903.69	7198.77	15092.6	14919.7	3048.07	4287.87	2162.54	3941.36	3170.18	3343.58	4044.31	4196.96	3999.33
Q8N9R8	Q8N9R8	SCAI_HUMAN	SCAI	Protein SCAI	3169.06	2765.56	2958.67	3286.19	3275.83	3047.62	2675.25	4869.81		4823.43	3847.19	2454.49	3500.52	3639.23	3015.22	3182.83	3036.77	2794.87
Q8N9T8	Q8N9T8	KRI1_HUMAN	KRI1	Protein KRI1 homolog	4782.06	6411.79	6012.98	6830.16	8120.35	6514.6	13107.7	14336.4	14242	13974.4	13992.9	6158.52	15208.8	16255	15289.9	15477.9	14484	13485.5
Q8N9U0	Q8N9U0	TAC2N_HUMAN	TC2N	Tandem C2 domains nuclear protein						980.224				22151	24428.6		22251.1	23088.5	24735.3	18848.8	18125.2	21192.6
Q8N9V3	Q8N9V3	WSDU1_HUMAN	WDSUB1	WD repeat, SAM and U-box domain-containing protein 1	1764.23	3171.07	3251.33	1762.67	2491.36	1837.94	1270.34	1642.64	1502.02	2874.41	2923.57	1387.13	2692.48	2364.78		1196.89	2819.52	1639.19
Q8N9Z2	Q8N9Z2	CC71L_HUMAN	CCDC71L	Coiled-coil domain-containing protein 71L	4689.91			4086.46	3848.33	4737.32				8985.41	8184.93	6295.26	6716.7	8514.78	6906.51	7819.23	6540.7	7653.83
Q8NA03	Q8NA03	FSIP1_HUMAN	FSIP1	Fibrous sheath-interacting protein 1			4993.29		6274.41		5455.22	4183.7	4675.77	18607.2				14615.6			14335.3	
Q8NAF0	Q8NAF0	ZN579_HUMAN	ZNF579	Zinc finger protein 579	5128.27	5636.57	4648.86	4566.93	5403.13	4309.94	6014.34	6445.45	6496.86	3621.22	2851.34	6456.66	3781.09	2930.88	3023.76	3984.15	2976.39	3259.85
Q8NAP3	Q8NAP3	ZBT38_HUMAN	ZBTB38	Zinc finger and BTB domain-containing protein 38	2619.55		3136.15		5862.61	3895.43	3969.12	5076.62	5303.42	4649.92		6568.12	4508.72		3561.29			
Q8NAT1	Q8NAT1	PMGT2_HUMAN	POMGNT2	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	5271.9	7063.93	6162.46	4723.42	5223.54	5317.44	5911.97	3902.92	5310.48			2010.43					1855.73	893.386
Q8NAV1	Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	10180.5	9720.12	8180.16	9948.7	10809.4	11170.3	9805.35	11149.7	11453.8	12726.8	14392	13305.4	13034	14430.1	11742.4	13484.9	13958.2	14520.3
Q8NB14	Q8NB14	UBP38_HUMAN	USP38	Ubiquitin carboxyl-terminal hydrolase 38	5882.49	5409.55	5744.05	6602.27	5215.14	6200.45	4378.37	5776.83	8577.89			5281.43					3665.82	3086.9
Q8NB16	Q8NB16	MLKL_HUMAN	MLKL	Mixed lineage kinase domain-like protein	5379.03	3532.96	4321.09	3851.62	4529.82	5487.84	4036.69	2877.75		6621.17	6923.62		5873.92	6711.56	5990.91	7153.8	7099.08	6786.96
Q8NB37	Q8NB37	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	26848.4	18192.8	17975.3	25262	25516.1	30607.1	50047	35499.2	87184.3	9566.34	18046.3	16251.2	18223.9	12779.7	5193.56	24945.5	23014.2	27005.2
Q8NB46	Q8NB46	ANR52_HUMAN	ANKRD52	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	12483	10082.3	10300.8	12781.6	10612.4	10867.9	7458.99	5825.65	7413.94	3157.02	6470.16	11050.5	4434.14	3940.74	4893.8	3877.92	6275.47	6869.36
Q8NB49	Q8NB49	AT11C_HUMAN	ATP11C	Phospholipid-transporting ATPase IG	19456.3	19729.9	21618.4	23555.7	25362.5	22465.3	21745.2	26900.8	28008.8	12186.8	12425.7	18667.8	13723	9798.71	9105.55	8865.5	10944	9823.94
Q8NB78	Q8NB78	KDM1B_HUMAN	KDM1B	Lysine-specific histone demethylase 1B	2959.67	644.288	2409.56	3628.95	3117.57	2797.31	1980.59	2144.31		5887.03	1658.77	4591.32	2637.77	2285.2	6328.29	1329.72	2788.11	2685.49
Q8NB90	Q8NB90	AFG2H_HUMAN	SPATA5	ATPase family protein 2 homolog	16708.2	18097.8	18790.8	15174.9	21548.2	17892.6	17570.4	16411.6	18124.4	11095.2	11483.5	19623.4	10472.6	12367.3	12571.3	13314.8	12652.9	12411.1
Q8NBA8	Q8NBA8	DTWD2_HUMAN	DTWD2	tRNA-uridine aminocarboxypropyltransferase 2	6907.91	6499.08	6392.88	7200.72	7267.98							5005.83				5138.48		
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	41335.6	40500.1	43131.6	44930.2	42415.5	45555.5	42846.9	44986.3	44795	56960.8	57292.1	47195.7	51833.8	53931.3	59865.3	48554.2	51591	49095.6
Q8NBF6	Q8NBF6	AVL9_HUMAN	AVL9	Late secretory pathway protein AVL9 homolog	12823.5	13378.6	13226.2	13766.5	16164.3	13892	12367.5	13300.3	13822.9	8744.73	9032.19	16293.5	6320.26	8623.27	8007.49	8010.78	8789.21	7671.95
Q8NBI5	Q8NBI5	S43A3_HUMAN	SLC43A3	Equilibrative nucleobase transporter 1	5641.43	9045.39	4359.18	5273.85	3318.65	4725.34	7468.35	7418.78	11694	24410	30971.8	8855.54	30241.8	30647.8	28591.9	30293	26805.4	34903.6
Q8NBI6	Q8NBI6	XXLT1_HUMAN	XXYLT1	Xyloside xylosyltransferase 1	13386.5	11659.8	12140.9	13073.7	13978.7	12622.7	10208.8	11135.2	10701.3	7933.23	7887.57	9532.96	5632.54	6590.95	7498.13	6814.42	6900.58	6789.09
Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	11519.8	9971.84	11500.7	12999.5	12842.9	11936.2	12192.2	21748.5	20795.8	7182.91	5695.96	9357.33	6594.58	5634.1	7962.98	6780.53	6853.91	7200.26
Q8NBJ5	Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	59018.6	56798.8	67636.9	68688.6	66096.2	65593.5	53325.8	60586.4	52892.9	22781.3	21901.5	51948.2	19820.6	24239.9	23137.4	29345.8	25827.2	27387.3
Q8NBJ7	Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	6072.36	5513.35	3499.85	3325.26	8921.84		25753.6	31015.8	29908.7	17010.5	17816.1	8047.85	21576.7	24925.2	20899.4	28282.2	25839.7	26704.9
Q8NBJ9	Q8NBJ9	SIDT2_HUMAN	SIDT2	SID1 transmembrane family member 2	18106.1	15576.1	13129.7	17953.7	15918.4	18533.2	14631	14007.5	18209.2	8214.57	6462.46	9119.18	4758.62	4717.73	5436.82	5855.45	6300.78	7851.07
Q8NBK3	Q8NBK3	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme	2904.03	3119.35	3117.06	3556.3	3474.07	2698.78	21301.3	38365.5	42364.4	9530.63	6507.83	2078.05	5642.08	8073.65	7583.69	7255.92	5750.06	7545.83
Q8NBL1	Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	29035.5	28248.1	31612.5	29778	31850.6	30210.5	33610.3	27794.7	26995.4	18951.2	20277.3	23541.8	18764	20593.2	22476.4	18844.1	19110.2	17130.2
Q8NBM4	Q8NBM4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	19693	18318.3	19465.2	16231.6	17894.1	14963.7	8646.9	8310.03	9365.96	14243	17212.2	14827.5	12630	14446.8	12669.4	14334.2	15044.9	15758.8
Q8NBM8	Q8NBM8	PCYXL_HUMAN	PCYOX1L	Prenylcysteine oxidase-like	13266.9	15744.2	14666.8	14105	13853	12506.6	12831	14456.8	12678.6	29603.7	26884.6	7601.87	28366.1	25079.3	32786.1	22664.9	22083.4	24232.4
Q8NBN3	Q8NBN3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A	22956.4	17091.8	19219.4	21246.9	18966.2	23982.7	17355.6	15587.9	15337.2	16149.2	13080.1	19649.4	13925.4	16551.1	11100.8	11023.3	13382.4	13161.1
Q8NBN7	Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	11909.6	11923.8	11673.2	12911.6	10987	11857.6	11936.1	11204.7	10334	17349.1	15051.1	8721.38	16579.8	16599.4	17106.7	15844.5	15575.9	16010.3
Q8NBP0	Q8NBP0	TTC13_HUMAN	TTC13	Tetratricopeptide repeat protein 13	9186.18	6399.18	8436.12	9070.97	8765.49	10587.2	9388.99	9731.75	10505.4	6963.31	4804.38	8286.05	3794.03	4750.41	5340.95	4729.91	5504.73	4479.85
Q8NBQ5	Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	14049.8	15119	13502.8	14005.1	15410.2	12944.3	11706.4	10748.5	9324.32	22356.6	22165.1	10477.2	27017	24002.8	22460.3	23913.5	24063.7	22822.2
Q8NBR6	Q8NBR6	MINY2_HUMAN	MINDY2	Ubiquitin carboxyl-terminal hydrolase MINDY-2	5732.1	4506.63	4998.69	5103.54	6186.06	4830.87	5142.59	4481.76	6682.34	7993.05	6709.94	4269.24	5018.05	7624.66	8560.53	5813.42	4966.61	5942.73
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	479616	451421	482064	494492	478150	465113	438754	569477	551943	167017	170123	398279	154116	178170	154703	162046	164787	161707
Q8NBT2	Q8NBT2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	5544.74	5740.5	5158.3	5435.15	7551.81	6459.16	11200.8	9744.65	8646.52	12875.6	14733	18628.4	14059.8	14006.3	13507.6	18025	17495.7	18828.3
Q8NBU5	Q8NBU5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	37454.9	33221.7	38762.1	36552.9	36974.8	35417.4	39496.3	34212.5	31214.3	22335.1	19597	27161.5	22706.7	19098	20820.3	19369.1	21376.9	18302.2
Q8NBW4	Q8NBW4	S38A9_HUMAN	SLC38A9	Sodium-coupled neutral amino acid transporter 9	3531.98	5071.79	4166.87	1300.76	3098.63	2541.67	1748.77	2234.79				2122.58						
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	61663	55732.2	73017.3	64400.7	59481	60118.9	66004.8	52429.1	54366.7	67928.2	84364.9	69633.5	74752.2	86378.5	78882.2	89388.9	92602.5	91689.8
Q8NBZ7	Q8NBZ7	UXS1_HUMAN	UXS1	UDP-glucuronic acid decarboxylase 1	7803.4	7636.1	6014.92	6550.84	6293.69	8082.12	5642.74	4643.52	4355.39	5065.29	7639.52	6768.25	8165.16	9777.51	8229.29	8541.58	8933.99	9645.02
Q8NC42	Q8NC42	RN149_HUMAN	RNF149	E3 ubiquitin-protein ligase RNF149	4336.79	3555.43	2505.43	4140.17	2872.12	3554.71	4466.92	8391.55	7522.37	5518.45	5745.24	7670.49	6285.72	6029.54	6122.92	6203	6207.72	5100.44
Q8NC44	Q8NC44	RETR2_HUMAN	RETREG2	Reticulophagy regulator 2	8434.1	7115.8	9618.66	9119.36	9629.92	8255.54	8512.36	8985.51	6367.14	3727.54	3853.49	6480.38	4592.6	4889.78	5885.74	4277.18	5520.37	5183.81
Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	31495.9	33189.4	33269.8	36413.8	34656	37700.9	114806	90139.9	101411	89273	98331.8	30131.5	102483	96386.7	93305.3	109595	111241	106539
Q8NC54	Q8NC54	KCT2_HUMAN	KCT2	Keratinocyte-associated transmembrane protein 2	17457.2	13848.6	12665.8	11322.8	9979.29	11791.1	7279.21	5775.02	6857	11568.3	7012.57	18347.7	8034.13	8754.01	7676.34	5266.51	7080.16	6359.4
Q8NC56	Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	33406.3	30055.8	31840.7	33753.9	34021.4	34250.4	31230.6	24747.5	24481.6	13290.6	14387.5	28414.6	13746.1	14160.2	14393.9	14648	14190.6	14581.1
Q8NC60	Q8NC60	NOA1_HUMAN	NOA1	Nitric oxide-associated protein 1	4000.78	5776.09	3833.18	4348.97	4898.33	2821.48	4743.1	6546.54	3379.91			6988.11	3670.25				3769.22	5378.35
Q8NC96	Q8NC96	NECP1_HUMAN	NECAP1	Adaptin ear-binding coat-associated protein 1	12900.7	8111.59	10304	15456.6	11872.8	15078.2	28753.8	28632.1	26347.3		7987.56	11840.1		8290.99		8475.56	5329.39	
Q8NCA5	Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	38419.5	42051.7	34396.1	40528.2	35094.6	37966.8	24148.5	19491	24427.4	14308	15248	34411	14386	13415.3	13876.3	14374.9	13876.3	14568.6
Q8NCC3	Q8NCC3	PAG15_HUMAN	PLA2G15	Phospholipase A2 group XV	25370	24432.1	23046.8	31344.7	27651.1	30141.9	32597.7	38672.8	39726.5	18102.4	18022.3	13824	16986.9	15130.8	17541	16019	14821.9	16994
Q8NCC5	Q8NCC5	SPX3_HUMAN	SLC37A3	Sugar phosphate exchanger 3	2704.57	5693.42	5427.45	3413.84	6030.44	3463.1	2208.89	2372.63	2231.9			2923.2						
Q8NCD3	Q8NCD3	HJURP_HUMAN	HJURP	Holliday junction recognition protein							1001.99	1442.93		906.096		3454.06				1118.1	840.705	1496.92
Q8NCE0	Q8NCE0	SEN2_HUMAN	TSEN2	tRNA-splicing endonuclease subunit Sen2	1910.98	1763.12	1647.14	1564.41	1900.63	1471.15	2311.2	2574.28	2390.34			1874.67	2325.84			3377.34		2607.74
Q8NCE2	Q8NCE2	MTMRE_HUMAN	MTMR14	Myotubularin-related protein 14	11992.2	13063.8	12316	12034.6	11764	11591.1	11026.4	9695.02	12604.3	16361.8	16909	11708.3	15082.3	16282.3	15178.3	16112.1	14695.5	15109.4
Q8NCF5	Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein	3378.32	6770.04	6638.21	1756.09	6646.05	2898.18	5318.7	6918.32	7189.58	4977.75	2101.31	4657.79	4421.09	2239.63	3499.46	4210.15	4085.47	2660.42
Q8NCG7	Q8NCG7	DGLB_HUMAN	DAGLB	Diacylglycerol lipase-beta	20603.8	23869.3	22757.6	22438.9	21615.9	22737.1	16095.3	20934.2	20754.8	21063.8	24096.8	21061.8	22090	20082.1	21055.7	23299.7	24185.4	20628.6
Q8NCH0	Q8NCH0	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14	14914.2	14103.5	14805.5	17811.1	15816.8	17129.2	12827.1	14646.6	12675	4522.55	4010.76	14395.2		4025.91	5717.62	5945.07	5806.8	5331.14
Q8NCJ5	Q8NCJ5	SPRY3_HUMAN	SPRYD3	SPRY domain-containing protein 3	4259.75	3571.47	4344.94	4487.85	3930.44	4389.62	3547.35	3483.09		5565.53	5099.56	4978.44	4615.01	6040.01	5599.8	5736.9	5721.41	5952.36
Q8NCL4	Q8NCL4	GALT6_HUMAN	GALNT6	Polypeptide N-acetylgalactosaminyltransferase 6	728.533	725.01	599.482	799.163	965.174	1005.69						683.477						
Q8NCL9	Q8NCL9	APCDL_HUMAN	APCDD1L	Protein APCDD1-like	5039.56	5503.34	5152.86	4685.63	5924.57	4823.76	3001.77	2946.2	3198.01									
Q8NCM8	Q8NCM8	DYHC2_HUMAN	DYNC2H1	Cytoplasmic dynein 2 heavy chain 1	44169.9	45063.4	47292.8	47391.5	44882.9	50125.7	38416.4	41315.4	39200.5			50856.4						
Q8NCN2	Q8NCN2	ZBT34_HUMAN	ZBTB34	Zinc finger and BTB domain-containing protein 34	1857.2				1121.61					5501.38	5179.71		5398.35	4730.73	4510.25	4445.74	4009.8	3955.51
Q8NCN4	Q8NCN4	RN169_HUMAN	RNF169	E3 ubiquitin-protein ligase RNF169	1508.89	1648.05		1474.23		2019.04		3051.83	3687.23		3403.73	4582.78	3015.77		2876.7	3601.6	2937.37	3215
Q8NCN5	Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	16729	16415.1	17373.8	18937.8	18335	18953.3	19485	16355.1	16547.1	17633.7	17374.9	20167.5	17653	17863.2	18628.1	16475.9	16646.3	16365.4
Q8NCS7	Q8NCS7	CTL5_HUMAN	SLC44A5	Choline transporter-like protein 5	4121.67	3588.47	4414.02	4088.68	4318.14	4587.65	2387.51	2106.1	4707.56									
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	20488.2	19656.1	18033	17785.3	16187.7	18521	14531.2	12106.5	13317.9	10800.7	9677.42	13719.9	10312.7	8421.95	9890	10482.7	8948.34	7960.63
Q8ND04	Q8ND04	SMG8_HUMAN	SMG8	Nonsense-mediated mRNA decay factor SMG8	13865.7	15148.4	13566.6	12021	13664.3	12532.5	11249.2	11095.1	11112.9	9385.4	7658.96	11903.4	6514.18	7723.98	7391.25	8345.17	7503.39	8050.73
Q8ND24	Q8ND24	RN214_HUMAN	RNF214	RING finger protein 214	8580.88	8678	9340.17	8427.34	8800.66	8677.84	11905	12689.3	13637.7	9535.94	8144.76	9436.2	8165.35	9597.96	9677.08	8013.18	8398.75	7740.33
