Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	744.054	1671.9	2897.87	3482.86	511.379	3120.26	2138.92	2334.54	862.521	635.211	2124.43	1900.25	1972.06	2079.85	620.115	1877.07	492.734	763.781	2252.56	591.978	1344.33	1370.53	2464.76	2334.39	2208.63	765.957	2728.86	2292.48	2144.39	2447.68
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	347.1	466.607	643.665	379.771		744.606	771.248	980.964		161.018	355.925	629.842	833.419	498.741		402.044	559.795	844.47	407.276	471.403	635.894	533.986	900.837	702.584	470.876		987.84	786.218	503.849	687.604
P62701	P22090;P62701;Q8TD47	RS4X_HUMAN	RPS4X	"40S ribosomal protein S4, X isoform"	1322.5	3358.01	6003.77	5929.78	1955.63	6200	3760.23	4410.26	1469.07	784.822	4435.05	4133.99	3754.68	3811.14	1260.96	4774.25	1528.97	816.661	3575.05	1315.32	3489.4	2529.23	4541.56	5073.62	4193.29	1564.69	4917.84	4012.07	3634.39	4416.87
P62736;P68032	P68133;P62736;P68032;P63267	ACTA_HUMAN;ACTC_HUMAN	ACTA2;ACTC1	"Actin, aortic smooth muscle"	9048.5	118007	18341.5	11648.1	119534	9970.42	4703.05	11418.3	18246.2	6191.93	3241.77	3693.03	3464.31	4588.33	6780.64	4412.81	5315.31	3128.17	2625.72	4931.55	7390.04	56467.7	4404.02	3954.68	7330.32	3572.69	3621.46	3497.82	4188.08	4076.87
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a		6586.55	11294.5	14703.6	3196.7	13481.4	7697.36	9837.8	5735.3	1443.88	9260.63	8566.24	7776.41	7485.53	2289.94	8300.75	2970.8	2514	9550.03	1666.56	4972.15	7359.46	12243.5	10479.4	9935.59	4853.54	11813.5	8648.76	7975.85	9572.17
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	835.845	2324.97	2852.51	3181.53	748.079	3849.05	2255.89	2151.66	1196.99	600.358	3414.9	2400.54	3077.77	2870.88	852.211	2898.52	1011.57	649.494	2290.3	947.915	2479.07	1947.7	3334.79	3277.32	2706.75	775.993	2959.15	2706.81	2776.22	3131.31
P62805	P62805	H4_HUMAN	H4C1	Histone H4	5720.96	3984.6	8033.23	9409.91	4714.02	6322.1	9758.44	7027.68	11152.9	14573.9	9912.95	9013.47	7964.36	10600.5	4530.14	4889.81	9436.82	9132.77	11834.6	11596.6	5150.26	6244.56	5728.11	8673.29	7544.95	8774.3	7903.47	4779.26	5142.92	9830.26
P62820	P62820;Q9H0U4	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	1582.94	3921.31	4702.19	4492.74	2525.43	6518.06	2906.14	5213.84	3715.54	4180.52	3685.41	4905.52	4341.36	4704.76	1563.04	4541.92	2249.57	3487.05	3439.67	3451.98	5908.94	3132.87	3766.34	3542.84	4376.96	4387.03	4143.25	3880.92	4307.61	4912.57
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	1936.02	4023.69	9927.2	3021.26	1763.84	8803.79	7525.33	7609.1	2420.98	1754.86	8592.3	8472.39	9187.1	9103.01	1361.93	10156.3	1864.53	1405.54	5036.76	2888.25	7882.85	10417.2	9592.09	11628.2	5882.1	2012.73	9481.68	9309.67	7579.4	11868.9
P62829	P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23		1637.47	2630.98	2283.05	646.946	2844.98	1522.85	1970.31	1635.22	426.541	2330.38	2571.53	2034.54	1690.27	398.095	2091.51	1127.63	487.247	1556.28	525.64	1503.15	1057.39	2387	2927.26	2105.67	647.86	1989.18	1842.27	1621.77	1749.56
P62834	P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A		237.365	21.4717											518.47									244.115		189.478			195.978		
P62841	P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15			143.475			279.455					180.451	139.992	312.043								265.418	80.9422					172.202		268.433	188.397
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24		1047.51	1416.96	1690.12	753.955	1419.47	709.977	1131.06	319.413	296.174	1084.33	909.266	755.336	744.673		969.958		704.993	882.38	248.121	1059.39	703.538	1194.78	1438.66	1177.52	600.26	1003.61	865.568	1076.67	1542.25
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	1678.94	5154.34	7859.18	8109.52	1226.25	9440.59	5059.99	6912.91	1659.37	837.007	5438.46	5277.83	5914.08	5589.36	1195.68	6865.65	2327.12	1074.8	5332.72	1171.05	5489.91	4175.57	7429.85	6503.71	5409.23	1087.9	7274.9	6077.84	5314.15	6309.82
P62854	Q5JNZ5;P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	2119.91	1427.59	2527.39	3183.8	981.454	2486.36	1107.17	1921.95	401.136	408.278	1853.51	1815.44	2013.95	1709.6	353.807	1345.64			1172.13	395.925	1858.83	1652.86	2618.88	1581.12	1841.6	343.698	2282.01	1953.86	1477.45	1928.53
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	363.85	1170.76	2279.74	523.471	309.152	2405.03	1448.87	1993.51	634.681	371.643	1819.68	1908.58	1448.94	1868.22	339.788	1603.24	350.424		1141.86	258.181	990.21	1049.09	1378.52	1213.28	1141.97	452.733	1064.21	899.544	1236.83	1875.62
P62861	P62861	RS30_HUMAN	FAU	FAU ubiquitin-like and ribosomal protein S30	1128.31	2265.06	3911.61	3927.88	1439.67	3677.12	1760.01	2919.5	1028.9	555.985	3451.82	3783.46	4805.71	3735.19	898.994	2934.8	954.703		3346.39	657.059	2484.8	1618.06	3509.79	4241.61	2743.78	1327.68	2770.4	2904.09	3026.76	2622.12
P62873;P62879	P62873;P16520;P62879;Q9HAV0	GBB1_HUMAN;GBB2_HUMAN	GNB1;GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1		3386.91	1944.72	1307.83	4731.41	1309.6	1883.01	1934.81	1566.25	2479.86	1788.59	825.027	2350.81	1703.03	1107.23	1015.47	1376.32	2137.69	1969.77	1720.59	1451.92	1647.04	1803.48	1121.4	1877.11	1794.8	1560.52	1486.37	2115.08	2454.4
P62888	P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30	717.256	1401.54	1912.18	1493.81	317.394	2079.21	1107.24	1696.89	867.426	434.721	1476.52	1252.31	913.238	1325.86		1443.45	467.919	448.561	1616.51	271.314	1763.61	1275.81	1779.16	2060.9	1920.11	464.151	2125.56	2364.55	1706.72	1918.24
P62891;Q59GN2	P62891;Q59GN2	R39L5_HUMAN;RL39_HUMAN	RPL39;RPL39P5	60S ribosomal protein L39	288.588	984.31	1157.62	1562.81	429.627	1726.6	473.41	1257.34			1080.95	1076.63	1059.82	880.542	389.972	1410.48	435.212		963.146		1135.36	637.297	1304.27	1333.5	969.292	876.641	1038.85	1399.02	1251.13	1608.04
P62899	P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	841.075	3317.92	6752.89	6506.93	1373.53	7032.17	3060.28	5755.22	2995.37	1367.87	4479.4	5314.25	3813.97	3982.32	1044.57	4717	910.455	946.788	4792.96	1238.18	3079.51	3247.18	5769.63	5572.33	5809.5	2503.65	5622.79	4673.4	3770.63	5186.38
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	1299.56	2960.65	5067.05	4765.77	1437.99	5615.73	2730.48	4863.04	1990.14	1264.75	3767.22	3275.69	3396.5	3936.97	1407.1	4009.93	571.196	1094.84	2872.9	1023.27	2493.19	2447.75	4381.63	3929.61	3625.28	1492.28	3768.91	3701.9	3429.35	3638.94
P62910	P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32	314.864	1212.51	2235.72	1961.04	552.539	2930.48	1117.25	1913.12	663.433	375.433	1575.22	1634.92	1794.78	2097.39	508.992	1952.4	544.547	435.138	1361.51	535.357	1189.78	1499.39	2116.05	1745.8	1979.41	658.242	2451.37	1691.23	1585.91	1957.52
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	1184	2267.43	3550.43	3576.07	694.94	4115.76	1639.59	3505.48	964.798	1007.68	2317.5	2553.28	2170.77	3098.51	576.97	2366.62	1221.37	360.523	3752.84	638.48	1998.66	2204.68	3667.83	2685.53	3197.88	1460.65	4042.2	3028.35	2622.58	2685.64
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	1014.41	3327.51	6575.68	5343.91	1372.88	6656.06	4151.23	5210.41	1717.85	1635	4719.17	4269.13	4162.71	6084.32	1907.44	5717.04	1037.01	930.785	4264.55	1432.75	3102.99	2977.86	5118.41	3621.03	4507.61	1690.12	4701.75	4629.27	3729.6	4371.17
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	4094.73	9322.18	9827.69	2744.43	3881.17	10329.8	15323.2	11596.1	2300.01	1796.47	12384.2	14170.5	12562.4	10902.1	3094.21	10784.8	4627.57	2555.91	4163.35	3187.08	13423.2	11638.2	11617.1	15693.5	7187.6	2607.92	10233.3	8474.71	12517.2	11057.1
P62942	P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	151.015	4908.7	1215.7	679.034	471.371	1924.14	2484.81	1241.37	227.579	107.231	2356.43	2161.72	2380.94	1317.95		2087.51			673.189		2747.38	1803.9	2108.04	2509.22	524.485		522.301	886.723	1703.51	985.382
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2		295.371	488.547			260.728	341.425	202.293			177.935	278.045	280.827	680.228		403.855	609.785				281.28	613.429	300.661		179.616	147.215	310.313	483.257	319.203	325.833
P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta			599.552	380.155		361.279	552.016	426.661	555.085	433.263	531.535	131.542		564.689		297.045		413.263	623.439			811.193	305.248	601.876	383.441	248.046	345.049		479.258	510.057
P63000	P63000;P15153;P60763	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1		2056.76	1299.29	867.944	2835.34	1486.15	1717.78	1472.32	1361.94	521.686	1573.09	1620.63	1860.58	1474.99		1602.73	596.734	390.744	1581.26	823.458	2312.07	1532.07	2386.77	1235.94	1959.03	1164.79	1792.59	1462.78	2103.79	2556.96
P63010	Q10567;P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta		664.635	734.684	740.998	832.804	496.906	1125.66	750.413	580.74	711.819	790.084	881.043	659.076	648.074		616.894	810.473	453.768	686.226		838.289	574.376	776.26	723.055	691.11	559.122	707.021	464.706	916.034	636.325
P63092;Q5JWF2	Q5JWF2;P63092	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short		445.641	692.092	197.626	587.197	438.212	708.273	736.979	628.279	559.901	535.151	1667.36	338.271	446.276	793.442	769.561			502.984	396.685	904.651	599.714	282.989	373.783	401.763	600.876	327.865	651.776	717.901	584.388
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	7104.16	12963.7	12189.4	6977.02	7201.35	12719	17585.3	14653.1	5699.87	4062.06	15361	13894.8	20263.8	16123.9	9836.21	14207.5	10258.8	5792.65	6590.59	5008.17	15527.7	13732.5	12202.2	12741.1	10245.9	3793.65	14437.7	14135.2	14952	17099.6
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	248.779	247.818	488.544		287.455	392.03	264.051	341.389			414.567	595.616	592.683	548.833	876.529	348.462	152.191		230.225	402.425	330.798	586.376	463.9	605.513	303.788	145.38	569.854	519.889	616.807	343.311
P63165	P63165;G2XKQ0	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1		143.735	583.124	446.886		539.103	373.386	804.379	359.538	394.869	365.142	416.093	828.962	614.119		375.33		214.86	793.768	538.003	532.214	550.783		646.865	525.638	445.205	287.859	374.84	544.566	562.605
P63167	P63167	DYL1_HUMAN	DYNLL1	"Dynein light chain 1, cytoplasmic"	1537.8	677.351	778.565	750.309	795.921	628.58	1296.53	418.874		715.398	632.202	496.614	622.478	566.062	792.603	556.036	2188.66	228.104	659.032	673.32	539.018	883.885	559.269	871.34	1175.59	278.236	660.657	632.664	522.997	558.892
P63173	P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38		989.692	1912.37	1608.48	516.224	2024.04	1547.81	2053.09	1045.85	312.411	1830.25	1730.1	1425.11	1670.53	403.285	1328.41	1131.03	411.59	820.229		852.875	422.712	2186.74	1601.17	1041.24		1206.36	1332.41	1146.54	1357.64
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1		225.314	367.364	248.602		200.359	197.538	224.407			186.328	436.85	223.558		207.43				224.183		119.684		240.467					46.617	318.962	158.693
P63218	P63218	GBG5_HUMAN	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5					988.639	260.548			419.037	659.983	433.347		490.918	369.992					386.56	365.03	234.809		446.479		399.027	248.322			587.428	723.49
P63220	P63220	RS21_HUMAN	RPS21	40S ribosomal protein S21	116.684	664.674	884.556	320.834	133.639	1291.46	348.168	655.168	260.886		824.297	490.253	787.707	654.447	475.971	807.873	357.43		845.58	164.034	959.699	639.79	1230.81	1206.86	1080.01		811.15	724.952	867.467	1094.79
P63241	P63241;Q9GZV4;Q6IS14	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1	956.672	2766.96	4190.25	381.655	703.818	4608.35	2653.13	3764.6	803.48	291.471	3960	2826.27	2686.99	2321.93	1171.65	4326.76	844.314	388.29	536.582	548.779	4481.34	2146.67	3625.63	3628.76	2321.28	405.204	3769.87	2800.17	3220.72	2976.78
P63244	P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	1876.76	3669.8	5766.67	1592.9	1324.49	6402.41	3688.48	4728.58	764.479	703.797	4304.13	3886.32	4366.88	4499.12	1200.05	4602.79	3611.43	950.16	3425.69	825.195	3569.66	3155.93	4808.14	5070.76	5379.88	842.76	4624.8	4102.6	4400.73	5500.62
P63279	P63279	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9			498.679			646.45	405.295	525.904		86.8973	406.293	543.75	502.327	510.461		962.955	311.5			255.4	530.602	404.59	674.985	661.777	446.634		949.426	828.633	610.407	556.828
P63313	P63313;CONT|P21752|TYB10_BOVIN	TYB10_HUMAN	TMSB10	Thymosin beta-10	1445.04	7748.52	12257.6	3033.83	3127	13684.5	10558.1	5342.47	1068.32	1730.73	6962.42	6938.19	5190.46	5225.52	917.538	6708.54	1003.35	518.184	1321.93	240.171	8348.58	6531.16	6471.62	8799.39	3559.83	696.574	7336.52	3263.77	8335.26	5361.84
P67775	P67775;P62714	PP2AA_HUMAN	PPP2CA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	489.128	752.532	896.865	358.176	385.796	996.679	715.938	470.991	222.45	562.925	1008.46	631.426	866.074	1092.21	919.184	754.4		777.617	661.59	444.188	641.045	581.88	689.882	990.87	627.998	426.933	690.637	789.125	611.539	490.657
P67809	P67809	YBOX1_HUMAN	YBX1	Y-box-binding protein 1	1353.29	1358.92	2362.15	2443.85	303.452	2327.92	1455.73	1878.65	767.602	436.641	1880.24	2631.6	1667.95	1712.1	211.474	1353.5	869.782	990.857	1333.44	587.298	1139.77	1066.7	1414.55	2083.6	1837.23	315.476	1555.69	1684.19	1373.2	1880.12
P67812	P67812	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A	745.044		477.647		509.133	318.339		535.598	388.054	537.429	565.102	314.943	463.025	622.317	1612.2	441.421		862	551.332	930.744	446.84		308.485	248.768	548.968	716.411	316.46	320.971	447.761	487.566
P67870	P67870	CSK2B_HUMAN	CSNK2B	Casein kinase II subunit beta		267.613	353.497	384.33		355.423	118.294	226.027		198.758						450.052				260.442			320.277			400.471	551.693			104.791
P67936	P67936;P09493;P07951;P06753;CONT|Q5KR48|TPM2_BOVIN	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	13304.9	63522.6	27983.5	20936	57658.4	34135.5	45499.9	44716.4	32966.4	6987.37	48427.8	38215.3	28661	35317.9	23480.5	46337.1	8751.06	6137.42	22858	10638.2	33704.4	50526.6	33945.8	29507.4	41256.5	11215.8	25807.1	28698.2	43058.7	28689
P68036	P68036;A0A1B0GUS4	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3		701.699	826.182	450.445		564.669	738.083	825.263	186.096		617.33	777.292	612.354			991.062				82.2597	486.169	425.716	698.296	423.862	274.685		261.637	680.353	462.691	497.487
P68104;Q5VTE0	P68104;Q5VTE0	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	11467	40476.6	59313.7	16254.7	11392.1	55802.2	33003.3	46083.9	6460.71	6184.29	44326.7	37593.6	40674.9	35905.1	8565.95	39947.6	22466.8	8378.34	17970.2	6704.82	70576.4	32344.5	57016.4	47241.1	37468.6	7805.99	44288.2	41826.2	38944.4	63064.9
P68366	P68363;P68366;A6NHL2;Q71U36;Q9BQE3	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	10875.7	15701	30334.2	8805.82	10043.3	29328.5	31616.2	22848.4	10777.3	4706.32	31223.9	29863.2	31364.2	31524.6	7995.01	33035	11288.7	6058.64	9289.45	6125.81	42456	36941.5	24026.4	31681.6	25634.5	5355.08	29884.6	30895.5	34081.7	50865.6
P68371	P68371;P07437;P04350	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	17166.6	20932.8	42955.6	12074.5	14162.4	43679.1	44107	34475	13875.6	7230.12	44552.8	43129.8	48215.3	43093.2	10402.6	49873.3	12938.7	8065.66	16450.2	7629.9	67456.4	59486.3	36249.1	47275.6	36612.8	7522.97	42896.3	44451.8	56646.2	78544.4
P68400;Q8NEV1	P68400;Q8NEV1	CSK21_HUMAN;CSK23_HUMAN	CSNK2A1;CSNK2A3	Casein kinase II subunit alpha		248.676	438.907				327.224	133.805		75.6302	310.236	528.043	461.151	424.417	658.777	165.568				243.208		301.559	120.797	231.884	125.811		466.855	52.9129	197.937	257.82
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2	2441.18	1760.96	1386.95	324.331		1353.42	2114.84	1539.7	704.466	229.876	1607.25	1573.61	1429.6	1433.01	892.155	1256.03	330.877	104.415	319.611		1832.5	2236.07	1245.41	2185.03	1422.7		1471.87	1063.49	2328.39	2035.67
P68431;Q16695;Q71DI3	Q16695;Q6NXT2;P68431;Q71DI3;Q5TEC6;P84243	H31T_HUMAN;H31_HUMAN;H32_HUMAN	H3-4;H3C1;H3C15	Histone H3.1	5334.66	5065.78	12032	15185.4	4271.87	7796.23	12877.1	6912.46	12336.1	18964	11360	15686.5	12043.4	16072.5	6616.59	9105.27	9544.46	15160.6	16438.3	12816.2	4429.19	8663.25	6924.14	12766.9	10982.5	9741.38	10254.6	8985.99	8337.39	14353.1
P69849;Q5JPE7	Q15155;P69849;Q5JPE7	NOMO2_HUMAN;NOMO3_HUMAN	NOMO2;NOMO3	Nodal modulator 3				325.502	100.248	191.301	300.479	47.6054		244.469	63.1235		362.756	187.755		211.661		429.27			212.774	59.8727	385.423		379.444	226.616		103.558	398.396	
P78310	P78310	CXAR_HUMAN	CXADR	Coxsackievirus and adenovirus receptor	17148	7445.85	8213.56			6239.71	7416.99	5609.07	9147.28	5939.33	6221.81	8384.18	5772.29	6951.32	15488.5	6113.26			12283.5	10245.2	5966.88	8492.6	7062.27	8760.81	4210.32	11214	7379.31	6890.31	5852.18	6492.48
P78316	P78316	NOP14_HUMAN	NOP14	Nucleolar protein 14							274.256	32.4354	242.323	243.436	295.471								167.285	337.825			223.792	365.319	277.579		161.682			233.673
P78318	P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1		235.38	94.5965			73.1539	413.033	184.145				161.591									223.433		199.55	564.933	160.988		238.467		292.733	
P78330	P78330	SERB_HUMAN	PSPH	Phosphoserine phosphatase		252.989			284.627	217.448	489.159	287.662	215.785	391.919	493.564	420.504	424.349	352.008		458.497	563.746		250.668		349.532	563.078	527.228	403.454	162.621	89.0261	546.517	438.572	312.396	359.403
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2		370.173	283.486	427.374		298.605	443.512	283.514		262.177	437.026	404.23	407.934	469.047		332.492	326.433		446.963		277.073	547.839	471.088	510.773	352.303	168.036	579.098	443.563	403.777	593.621
P78346	P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30			160.116							77.5926			146.212						651.115	198.632						41.9201				226.984
P78347	P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I			671.721	659.04		398.121			659.468	185.836	139.544	145.655	336.597	335.893	442.235	119.85		337.666	164.193	177.203		282.203	163.327	409.904	290.812		442.937	256.618	142.409	516.637
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	746.917	1104.53	2087.55	994.861	793.605	1209.74	1426.5	1271.95	869.525	469.496	1390.36	1155.48	1726.24	1620.23	932.988	1346.67	435.154	707.833	1282.24	560.5	1834.35	1201.42	1450.86	1685.07	870.807	516.214	1430.9	1439.7	1198.98	1889.75
P78386	P78386;CONT|P78386|KRT85_HUMAN;CONT|P25691|K2M3_SHEEP	KRT85_HUMAN	KRT85	"Keratin, type II cuticular Hb5"		265.977							1000.1											1092.2			530.523		211.198					
P78406	P78406	RAE1L_HUMAN	RAE1	mRNA export factor RAE1														163.991				276.418		223.504			76.7879	240.061	128.493	38.8895		109.413		
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1		422.295	292.859	330.917		444.866	490.607	452.23		203.85	456.535	194.259	340.881	892.856		365.095			295.627		395.631		378.901	291.866	246.287	333.66	390.797	347.837	222.2	264.052
P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	15777.7	8808.92	10894.8	16324.2	10784	12421.7	16934.4	10824.4	16642	12234	14270.5	12790.3	14059.1	15497.2	13260.2	14874.7	13038.4	16694.7	16031.3	9476.83	3980.69	13110.8	10299	14969.5	13208	9121.26	15021.9	11873.2	10215.7	12343.8
P78559	P78559	MAP1A_HUMAN	MAP1A	Microtubule-associated protein 1A		323.142	908.815			222.423	307.001	357.691		192.987	405.359	360.558	360.312	530.643		191.858					559.875	236.2	183.304	865.379	502.961		319.952	411.485	522.684	275.535
P80303	P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2		80.0014	144.389	190.273	324.003	272.139	191.611	394.669		396.877	186.565	341.317		459.517		193.177					194.296	971.168	230.3	330.989	234.879	435.131		617.23	188.803	
P80723	P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1		2022.48	1845.5	1550.04	1750.46	1703.28	2471.61	2631.24	2207.22	315.423	3175.48	1831.4	1859.22	2181.71	887.161	3266.58		574.344	1400.42	556.558	2646.38	1075.83	2171.92	2109.21	2421.72	1023	1487.41	1740.23	3495.67	1969.6
